Date,AIG,BA,BMY,DIS,FNMA,GE,IBM,JNJ,K,KO,LLY,MMM,MO,MRK,PEP,PFE,PG,VZ,WMT,XOM
1991-08-06,100.26398468017578,12.769567489624023,5.764285564422607,7.16990852355957,10.101886749267578,13.024848937988281,10.206010818481445,4.985805988311768,,3.410245656967163,7.832604885101318,6.651029109954834,0.8158056139945984,6.477795600891113,6.6446213722229,1.6541614532470703,4.36800479888916,4.256124496459961,2.4798638820648193,4.601968765258789
1991-08-13,97.57830810546875,12.664335250854492,5.629252910614014,6.753401756286621,9.741860389709473,12.492315292358398,9.950084686279297,4.740603446960449,,3.336109161376953,7.6716461181640625,6.497910976409912,0.8000339269638062,6.261023998260498,6.335569381713867,1.6283142566680908,4.25498104095459,4.055574417114258,2.397831916809082,4.654158115386963
1991-08-20,99.51798248291016,13.60631275177002,5.789600849151611,7.08065938949585,10.123062133789062,13.246740341186523,9.963186264038086,5.055405616760254,,3.497861385345459,8.105420112609863,6.750172138214111,0.8401793837547302,6.407664775848389,6.799144268035889,1.6767770051956177,4.401247024536133,4.400966167449951,2.498793601989746,4.724832057952881
1991-08-27,100.5624008178711,13.88542652130127,5.874001979827881,7.0657854080200195,10.377197265625,13.291116714477539,10.14647102355957,5.082767486572266,,3.5450375080108643,8.328506469726562,6.711549282073975,0.8502157330513,6.4714226722717285,6.670373439788818,1.6929303407669067,4.44113826751709,4.445533752441406,2.5577664375305176,4.704639434814453
1991-09-03,102.80372619628906,14.443631172180176,5.848686218261719,6.872403144836426,10.123062133789062,12.51451587677002,10.578516006469727,4.8912272453308105,,3.4776418209075928,8.006277084350586,6.634289741516113,0.8444801568984985,6.637822151184082,6.129532814025879,1.7381616830825806,4.374650478363037,4.3675408363342285,2.5072436332702637,4.755117893218994
1991-09-10,101.30953216552734,13.676095008850098,5.806483268737793,6.760840892791748,10.334842681884766,12.38137435913086,10.8534517288208,4.93911075592041,,3.5378572940826416,8.0558443069458,6.827428340911865,0.8344443440437317,6.644232273101807,6.0255866050720215,1.6444690227508545,4.4677300453186035,4.300690174102783,2.5135576725006104,4.815690517425537
1991-09-17,97.72331237792969,13.88542652130127,5.722087860107422,6.679025173187256,10.885465621948242,12.24824333190918,10.958187103271484,4.870700359344482,,3.4702115058898926,8.068242073059082,6.8370890617370605,0.8332170844078064,6.682673454284668,6.0255866050720215,1.6800068616867065,4.4610795974731445,4.244983196258545,2.4882972240448,4.734925746917725
1991-09-24,98.61990356445312,14.164518356323242,5.587053298950195,6.783152103424072,11.012537956237793,12.405842781066895,10.8534517288208,4.836496353149414,,3.490504503250122,7.907122611999512,6.9626240730285645,0.8332170844078064,6.66986083984375,5.8962860107421875,1.6832373142242432,4.514269828796387,4.055574417114258,2.4125099182128906,4.805597305297852
1991-10-01,94.88428497314453,13.501648902893066,5.543278694152832,6.701338291168213,10.567801475524902,12.025845527648926,10.355948448181152,4.740727424621582,,3.4431509971618652,7.746002674102783,6.817774295806885,0.823108971118927,6.560941219329834,5.948005199432373,1.7058534622192383,4.454433441162109,3.8995914459228516,2.349356174468994,4.785401821136475
1991-10-08,97.42446899414062,13.571423530578613,5.602794647216797,6.88305139541626,10.673687934875488,12.092900276184082,10.60470199584961,4.7612457275390625,,3.4634461402893066,7.597280979156494,7.0495381355285645,0.8433251976966858,6.682673454284668,5.999728202819824,1.6832373142242432,4.44113826751709,4.079421043395996,2.4125099182128906,4.916648864746094
