Date,AIG,BAC,C,CSCO,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,MSFT,PFE,PG,T,VZ,WFC,WMT,XOM
2006-01-01,840.8966674804688,30.157672882080078,311.5108947753906,12.079694747924805,27.22587013244629,104.53062438964844,11.557631492614746,43.57927322387695,15.410512924194336,34.86223220825195,23.533716201782227,11.192441940307617,18.72113800048828,9.902817726135254,32.99221420288086,4.493408679962158,9.864110946655273,18.252397537231445,10.178115844726562,29.909847259521484
2006-01-08,840.1771240234375,29.65903663635254,313.4330139160156,12.176236152648926,27.735925674438477,103.44024658203125,11.572273254394531,42.666160583496094,15.105937004089355,34.427852630615234,23.675193786621094,11.165410995483398,18.915931701660156,9.831085205078125,33.13848876953125,4.5852508544921875,10.256595611572266,18.220699310302734,10.071627616882324,30.68488883972168
2006-01-15,800.1170043945312,28.61642837524414,292.7381591796875,11.912369728088379,28.085155487060547,98.34186553955078,9.914551734924316,41.73762512207031,12.74544620513916,33.859806060791016,22.56616973876953,10.835663795471191,18.373291015625,9.847028732299805,32.542118072509766,4.533874988555908,9.861370086669922,17.71656608581543,9.982889175415039,30.463455200195312
2006-01-22,799.3977661132812,29.011457443237305,300.2984924316406,12.086134910583496,27.745105743408203,97.10409545898438,10.759172439575195,41.56320571899414,12.692731857299805,32.69587326049805,23.57437515258789,11.34380054473877,19.33334732055664,10.357114791870117,33.77234649658203,4.7503862380981445,10.243844032287598,18.062259674072266,10.169239044189453,30.84593391418457
2006-01-29,783.8053588867188,27.904098510742188,288.70172119140625,11.680685997009277,26.421724319458008,96.80941009521484,9.470027923583984,41.02457046508789,12.148000717163086,31.955183029174805,23.443897247314453,11.049189567565918,19.1594295501709,10.074172973632812,33.7384033203125,4.915521621704102,10.074915885925293,17.584060668945312,10.091592788696289,30.89626693725586
2006-02-05,814.3899536132812,28.44158363342285,297.6157531738281,12.716826438903809,26.012760162353516,98.07662200927734,8.999939918518066,41.72224044799805,12.529251098632812,32.51766586303711,23.675193786621094,11.124870300292969,18.56808090209961,10.233575820922852,33.749725341796875,5.042123317718506,10.575315475463867,17.932361602783203,10.149273872375488,29.909847259521484
2006-02-12,808.6328735351562,28.920793533325195,299.428955078125,12.781183242797852,26.270069122314453,99.04912567138672,9.152334213256836,41.50812911987305,12.129071235656738,32.896366119384766,24.185239791870117,11.295148849487305,18.57503318786621,10.388381958007812,34.48463821411133,5.1889119148254395,11.085278511047363,18.478496551513672,10.226916313171387,30.635414123535156
2006-02-19,803.235595703125,29.607234954833984,303.37908935546875,12.77474594116211,26.702877044677734,97.66407012939453,9.367026329040527,41.194419860839844,11.981948852539062,32.166812896728516,24.707122802734375,11.414068222045898,18.589122772216797,10.609671592712402,34.76730728149414,5.058636665344238,10.77611255645752,18.75737762451172,10.082719802856445,30.56964111328125
2006-02-26,785.3648681640625,29.264019012451172,297.35675048828125,13.540594100952148,26.38790512084961,98.15773010253906,9.386385917663574,41.12244415283203,11.958407402038574,32.18660354614258,24.665624618530273,11.297843933105469,18.798540115356445,10.597599029541016,33.732757568359375,5.135700702667236,10.702807426452637,18.53950309753418,10.056097984313965,30.852989196777344
2006-03-05,813.22998046875,30.084238052368164,304.2855224609375,13.399006843566895,25.049293518066406,99.90950775146484,8.37671184539795,41.950435638427734,11.681808471679688,33.065887451171875,24.392807006835938,11.560026168823242,18.96607780456543,10.492984771728516,35.19130325317383,4.996252059936523,10.897229194641113,18.664409637451172,10.056097984313965,29.942258834838867
2006-03-12,827.294677734375,30.706228256225586,307.0053405761719,13.913853645324707,26.48518943786621,102.46294403076172,8.433548927307129,42.84016036987305,11.499370574951172,33.79396057128906,24.552953720092773,11.56543254852295,19.196420669555664,10.617717742919922,33.41053009033203,4.9540534019470215,10.967348098754883,18.899723052978516,10.357804298400879,30.888399124145508
2006-03-19,810.5850830078125,30.706228256225586,309.5956115722656,13.746532440185547,26.66582489013672,100.80025482177734,9.079115867614746,42.8709831237793,11.534679412841797,33.82197952270508,24.96807098388672,11.614476203918457,18.854381561279297,10.468850135803223,33.207008361816406,5.021942138671875,11.145840644836426,18.87647819519043,10.730148315429688,30.94910430908203
2006-03-26,794.476806640625,29.8158016204834,305.8397521972656,13.946036338806152,26.85110092163086,103.26454162597656,9.679756164550781,42.41328811645508,11.45229434967041,33.16670608520508,24.69527816772461,11.399394035339355,18.993993759155273,10.02627944946289,32.579498291015625,4.961390018463135,10.855794906616211,18.554019927978516,10.518623352050781,30.792251586914062
2006-04-02,773.9205932617188,29.946754455566406,308.62420654296875,13.392569541931152,27.166072845458984,101.03772735595703,10.08084487915039,42.41843032836914,11.322820663452148,32.38820266723633,24.730852127075195,11.257816314697266,19.02191734313965,9.933738708496094,32.38163757324219,4.7999267578125,10.769742012023926,18.69927406311035,10.24697208404541,31.03007698059082
2006-04-09,762.139892578125,29.940223693847656,311.149658203125,13.63068962097168,27.226289749145508,100.6220932006836,9.981566429138184,42.16128921508789,11.446409225463867,32.433021545410156,25.226003646850586,11.233314514160156,18.896255493164062,9.85728931427002,31.997222900390625,4.771157741546631,10.581830978393555,18.780614852905273,10.191304206848145,31.14643096923828
2006-04-16,767.068603515625,30.686569213867188,310.890625,13.308907508850098,28.47690200805664,100.85961151123047,10.848773956298828,41.996734619140625,11.216890335083008,32.69064712524414,25.41136932373047,11.39394760131836,18.95210838317871,10.006162643432617,31.85024642944336,4.7282562255859375,10.488300323486328,18.891000747680664,10.202435493469238,32.88691711425781
2006-04-23,784.3787231445312,32.6834716796875,323.45306396484375,13.48266887664795,28.263826370239258,102.70042419433594,10.373223304748535,42.346435546875,11.758315086364746,32.82506561279297,27.133358001708984,11.423890113830566,16.85794448852539,10.191237449645996,33.09004592895508,4.8886637687683105,10.652783393859863,19.95421600341797,10.02653694152832,31.915477752685547
2006-04-30,783.0563354492188,33.0435676574707,329.5546875,13.997515678405762,28.879863739013672,104.39283752441406,9.786481857299805,42.82986831665039,11.48171615600586,32.87547302246094,27.892717361450195,11.62808609008789,16.61363410949707,10.223419189453125,31.680274963378906,4.843900203704834,10.64955997467041,20.006505966186523,10.520849227905273,32.38095474243164
2006-05-07,759.4954833984375,32.21207809448242,320.5258483886719,13.090095520019531,28.430580139160156,101.78003692626953,9.28586483001709,42.372154235839844,11.262616157531738,32.948280334472656,26.499568939208984,11.756046295166016,16.17385482788086,9.85728931427002,31.27096939086914,4.778618335723877,10.252854347229004,19.66034698486328,10.362759590148926,31.490482330322266
2006-05-14,735.2125244140625,31.603195190429688,319.2827453613281,13.431185722351074,27.08269691467285,101.4237289428711,9.183855056762695,41.43626403808594,10.86037540435791,33.54754638671875,25.56083869934082,11.88400936126709,15.748043060302734,9.674722671508789,30.782106399536133,4.7152018547058105,9.965816497802734,19.338329315185547,10.5364351272583,30.73866081237793
2006-05-21,738.9390258789062,32.329925537109375,324.3206481933594,13.070791244506836,27.950828552246094,101.92845916748047,9.465065002441406,41.678863525390625,10.77756404876709,33.9900016784668,25.84785270690918,12.112709999084473,16.62236213684082,9.747833251953125,31.33918571472168,4.89239501953125,10.15610122680664,19.686695098876953,11.094010353088379,31.31326675415039
2006-05-28,734.611572265625,32.251338958740234,328.0498962402344,13.154449462890625,28.3806209564209,102.90827178955078,9.417656898498535,41.04399108886719,10.783474922180176,34.229156494140625,26.19464111328125,11.949353218078613,15.949607849121094,9.825003623962402,30.668405532836914,4.985653400421143,10.301234245300293,19.947229385375977,10.687344551086426,31.34885597229004
2006-06-04,725.58837890625,32.27500534057617,325.6291198730469,12.851975440979004,26.876333236694336,101.156494140625,9.594624519348145,40.0684814453125,10.150548934936523,34.589813232421875,25.172191619873047,11.85678482055664,15.360965728759766,9.556939125061035,30.952627182006836,4.965137481689453,10.159327507019043,20.234111785888672,10.53093433380127,29.899646759033203
2006-06-11,721.4909057617188,31.368736267089844,316.4039001464844,12.858409881591797,27.42758560180664,100.74082946777344,9.697129249572754,40.233665466308594,10.824884414672852,34.75886917114258,24.012231826782227,11.764217376708984,15.487104415893555,9.516324996948242,31.27664566040039,5.183362007141113,10.494749069213867,19.51104736328125,10.794598579406738,29.899646759033203
2006-06-18,714.1400146484375,31.36212921142578,312.3473815917969,12.620290756225586,27.42758560180664,98.4546127319336,10.04858112335205,39.794925689697266,10.64742660522461,34.555992126464844,24.436758041381836,11.722885131835938,15.767415046691895,9.195455551147461,31.680274963378906,5.1050262451171875,10.588278770446777,19.17732810974121,10.711921691894531,29.543704986572266
2006-06-25,711.6093139648438,31.818565368652344,315.6842041015625,12.568807601928711,28.992610931396484,98.59290313720703,10.407723426818848,39.650390625,11.238954544067383,33.76704788208008,25.112403869628906,11.796930313110352,16.328025817871094,9.53256607055664,31.606367111206055,5.202013969421387,10.801140785217285,19.636920928955078,10.763315200805664,31.196313858032227
2006-07-02,710.6453247070312,32.281612396240234,321.1145935058594,12.47870922088623,29.74942970275879,99.60995483398438,10.435523986816406,39.44395065307617,10.97867488861084,34.16152572631836,25.3575496673584,11.84080696105957,16.328025817871094,9.617867469787598,32.117984771728516,5.174038410186768,10.549579620361328,19.938447952270508,10.27843952178955,31.953977584838867
2006-07-09,696.0635986328125,31.95748519897461,311.3006896972656,11.545543670654297,31.01079750061035,96.05029296875,10.014826774597168,37.97291946411133,10.57644271850586,34.07135772705078,24.648258209228516,11.695465087890625,15.620254516601562,9.106101036071777,31.640470504760742,5.037277698516846,10.323629379272461,19.838912963867188,9.619281768798828,33.00147247314453
2006-07-16,712.9349365234375,33.16804122924805,307.0479431152344,11.236628532409668,30.109159469604492,96.4690933227539,9.682488441467285,38.63873291015625,10.144632339477539,34.78704833984375,26.010562896728516,12.038239479064941,16.727479934692383,9.678783416748047,31.873559951782227,5.181309223175049,10.405251502990723,20.840084075927734,9.768985748291016,32.50823211669922
2006-07-23,733.9036865234375,34.17353057861328,316.2076416015625,11.635641098022461,30.856637954711914,98.77237701416016,9.633096694946289,39.72266387939453,10.75390625,35.4576530456543,27.415081024169922,12.208257675170898,16.99376106262207,10.604828834533691,32.4745979309082,5.696788311004639,11.012519836425781,21.19722557067871,9.934333801269531,34.06931686401367
2006-07-30,723.90185546875,34.61012649536133,317.31988525390625,11.095046997070312,30.674442291259766,98.11429595947266,9.278915405273438,39.180694580078125,10.345749855041504,35.80139923095703,27.198074340820312,12.024528503417969,17.021799087524414,10.552032470703125,33.98370361328125,5.86924409866333,11.025583267211914,21.369937896728516,10.025946617126465,34.92867660522461
2006-08-06,741.97802734375,34.001548767089844,314.85986328125,12.575243949890137,31.69753074645996,97.21691131591797,9.14612865447998,38.9587516784668,10.357312202453613,35.767608642578125,26.480749130249023,11.999852180480957,17.11991310119629,10.487046241760254,34.44672393798828,5.727108001708984,11.123526573181152,20.530195236206055,9.985730171203613,35.457515716552734
2006-08-13,770.0565795898438,34.72260284423828,321.2046203613281,13.424744606018066,31.421892166137695,101.70382690429688,9.514951705932617,41.40461730957031,10.946269989013672,36.30295944213867,27.55372428894043,12.150670051574707,18.072956085205078,11.08835220336914,34.521034240722656,5.782068729400635,11.237797737121582,20.733766555786133,9.94103717803955,35.300201416015625
