Date,AAPL,AMZN,BAC,BRK-A,CVX,DIS,GE,GOOGL,JNJ,JPM,KO,META,MSFT,PFE,PG,V,VZ,WFC,WMT,XOM
2015-01-01,23.864946365356445,14.920999526977539,13.366326332092285,223480.0,66.66372680664062,84.52821350097656,98.4250259399414,25.05045509338379,77.31029510498047,43.462188720703125,30.17667579650879,75.55706024169922,39.316932678222656,18.686092376708984,65.28752899169922,60.27465057373047,25.311031341552734,38.28293991088867,23.900009155273438,56.2257080078125
2015-01-08,24.318994522094727,14.66349983215332,12.656187057495117,221878.0,64.16860961914062,85.80302429199219,97.19879913330078,25.08913803100586,76.16776275634766,42.06822967529297,29.874832153320312,75.6860580444336,39.087318420410156,19.055709838867188,65.22954559326172,59.029666900634766,26.042951583862305,37.44276428222656,23.363197326660156,55.61833953857422
2015-01-15,24.263620376586914,14.862500190734863,12.15909194946289,220895.0,66.79960632324219,85.74836730957031,98.26152038574219,25.806215286254883,74.62977600097656,41.38697052001953,30.436384201049805,76.1424789428711,39.05329132080078,19.149572372436523,65.7659912109375,59.42694854736328,26.75266456604004,38.06376266479492,23.371301651000977,56.938446044921875
2015-01-22,25.539365768432617,15.195500373840332,11.993393898010254,217160.0,64.05126953125,84.38253021240234,97.44406127929688,25.411476135253906,74.3221664428711,40.542789459228516,29.425579071044922,75.64636993408203,35.030609130859375,18.744766235351562,62.1602897644043,56.904632568359375,25.532848358154297,38.10761260986328,23.419858932495117,54.50893020629883
2015-01-29,26.48067855834961,18.237499237060547,12.458929061889648,221027.0,66.91694641113281,92.22251892089844,98.75204467773438,26.089372634887695,74.23429107666016,41.74981689453125,29.25711441040039,75.04112243652344,35.58340835571289,18.815162658691406,62.627471923828125,61.184715270996094,26.503150939941406,38.743221282958984,23.373994827270508,56.684329986572266
2015-02-05,27.65897560119629,18.756999969482422,12.908681869506836,224393.0,67.92363739013672,92.7597885131836,101.2453384399414,26.679492950439453,73.51656341552734,43.22343444824219,29.74146270751953,75.91426086425781,36.04267120361328,20.271411895751953,62.51795196533203,61.438804626464844,27.617626190185547,39.63837814331055,23.290372848510742,56.15132522583008
2015-02-12,28.621990203857422,18.668500900268555,12.861333847045898,222800.0,68.2077407836914,94.57180786132812,103.2072982788086,26.91008758544922,73.2089614868164,43.963932037353516,29.292219161987305,76.11271667480469,37.02067947387695,20.40753746032715,62.970577239990234,62.27477264404297,27.13524055480957,40.09434127807617,23.276885986328125,56.83000564575195
2015-02-19,28.637561798095703,19.26849937438965,13.011258125305176,222855.0,67.71781921386719,96.12886810302734,105.9050064086914,27.14217185974121,74.12444305419922,45.27463912963867,29.516830444335938,78.94051361083984,37.67814636230469,20.514081954956055,62.38657760620117,63.174922943115234,27.27940559387207,40.69002151489258,22.543153762817383,55.949546813964844
2015-02-26,28.58196449279785,19.13599967956543,12.498379707336426,217612.0,65.58490753173828,96.12886810302734,105.84733581542969,28.679466247558594,74.9677963256836,46.00772476196289,29.83271598815918,80.27008056640625,36.881595611572266,20.502243041992188,61.57624053955078,63.346153259277344,27.207317352294922,40.31496810913086,22.276107788085938,54.43840026855469
2015-03-05,27.181106567382812,18.318500518798828,12.75117015838623,217500.0,64.57453918457031,93.68856048583984,103.90855407714844,27.556745529174805,72.51190185546875,44.60817337036133,28.14803695678711,76.96601104736328,35.95654296875,19.90445899963379,59.41543197631836,61.263526916503906,26.43662452697754,39.49129867553711,21.766281127929688,52.4651985168457
2015-03-12,28.566408157348633,18.756999969482422,12.648272514343262,219699.0,66.54533386230469,98.31423950195312,105.76480865478516,28.075952529907227,74.8276596069336,45.726348876953125,28.49901580810547,80.2800064086914,36.401939392089844,20.34836196899414,61.138248443603516,61.93922424316406,27.467918395996094,41.30775833129883,22.396331787109375,53.74528503417969
