Date,AAPL,AMZN,BAC,BRK-A,CVX,DIS,GE,GOOGL,JNJ,JPM,KO,META,MSFT,PFE,PG,V,VZ,WFC,WMT,XOM
2015-03-19,27.434598922729492,18.54800033569336,12.197113037109375,217000.0,65.9029312133789,95.60986328125,102.75354766845703,28.11760902404785,74.00167846679688,44.14165115356445,28.62933921813965,82.27436065673828,35.51115798950195,20.301010131835938,60.598045349121094,60.840084075927734,27.018814086914062,40.10905456542969,22.067977905273438,52.989723205566406
2015-03-26,27.6280517578125,18.51300048828125,12.197113037109375,216300.0,65.35411834716797,96.010498046875,102.46481323242188,27.249286651611328,73.12403106689453,44.393428802490234,28.792116165161133,81.03408813476562,34.87733459472656,20.318763732910156,60.094322204589844,60.33097457885742,27.124149322509766,39.66780090332031,21.902437210083008,52.73994064331055
2015-04-02,27.92823600769043,19.059999465942383,12.35541820526123,214828.0,66.52039337158203,96.84822082519531,103.16605377197266,27.217050552368164,73.86891174316406,45.50846481323242,28.94075584411621,81.63933563232422,35.47690200805664,20.502243041992188,60.42283248901367,61.55278396606445,27.24058723449707,39.7119255065918,21.989280700683594,52.49015808105469
2015-04-09,28.190616607666016,19.172500610351562,12.379157066345215,214675.0,68.85913848876953,97.41278076171875,113.27232360839844,26.830249786376953,74.19343566894531,47.86402130126953,28.59393882751465,82.06597900390625,36.19637680053711,20.839599609375,60.96303939819336,60.79380416870117,27.69389533996582,40.3076171875,21.639202117919922,55.000404357910156
2015-04-16,28.599750518798828,19.489999771118164,12.458311080932617,214789.0,68.29158782958984,98.28693389892578,111.0035629272461,27.233909606933594,74.06806182861328,46.91733169555664,29.238014221191406,83.97103118896484,36.821624755859375,20.67388343811035,60.656455993652344,62.95044708251953,27.794828414916992,40.20464324951172,21.283714294433594,54.613250732421875
2015-04-23,28.604211807250977,21.4685001373291,12.648272514343262,214400.0,69.68236541748047,99.98968505859375,111.74605560302734,27.839406967163086,74.0385513305664,47.40931701660156,28.657642364501953,79.84343719482422,42.020687103271484,20.295085906982422,58.29121780395508,62.330284118652344,28.29946517944336,40.78561019897461,21.134458541870117,54.869285583496094
2015-04-30,27.797039031982422,20.954999923706055,12.893637657165527,216620.0,67.32489776611328,99.9077377319336,110.5910415649414,26.53468894958496,73.13875579833984,47.64785385131836,28.777963638305664,77.49187469482422,39.63957977294922,19.803844451904297,59.16482162475586,60.784542083740234,27.834074020385742,40.38850021362305,21.072040557861328,55.069095611572266
2015-05-07,28.01939582824707,21.3435001373291,13.036109924316406,217200.0,67.16899108886719,99.42514038085938,112.24102783203125,26.75338363647461,74.15655517578125,48.84053421020508,29.05399513244629,77.82923889160156,40.795867919921875,20.009475708007812,58.64970779418945,63.5428466796875,27.88453483581543,41.165618896484375,21.344297409057617,54.0512580871582
2015-05-14,29.040748596191406,21.19300079345703,13.24981689453125,219526.0,65.6409912109375,100.34480285644531,114.01478576660156,27.3990478515625,76.40596008300781,49.556156158447266,29.266326904296875,79.92282104492188,40.7530517578125,20.468978881835938,59.223697662353516,64.70182037353516,27.862102508544922,41.52101516723633,20.727127075195312,54.857200622558594
2015-05-21,29.482860565185547,21.570999145507812,13.24981689453125,217440.0,64.94715118408203,100.4996337890625,113.51979064941406,27.485334396362305,74.58429718017578,49.5487060546875,29.103530883789062,79.92282104492188,41.04375457763672,20.468978881835938,58.421566009521484,64.43292236328125,27.794828414916992,41.51361846923828,20.533245086669922,53.585391998291016
2015-05-28,29.05414390563965,21.829500198364258,13.400202751159668,214600.0,64.35504913330078,101.22806549072266,113.56102752685547,27.536909103393555,74.3555908203125,49.72014617919922,28.92660140991211,81.79810333251953,40.38856887817383,20.534629821777344,57.81078338623047,63.93220520019531,27.52007293701172,42.13553237915039,20.451316833496094,53.48466491699219
2015-06-04,28.777273178100586,21.53849983215332,13.96435546875,211400.0,64.14091491699219,100.16271209716797,113.97351837158203,27.40350914001465,73.45668029785156,50.88301086425781,28.54439353942871,81.52027893066406,40.18168258666992,20.474956512451172,58.53196334838867,64.56270599365234,26.617311477661133,42.35765075683594,19.916065216064453,53.64834213256836
2015-06-11,28.424480438232422,21.390499114990234,13.789706230163574,210150.0,62.837059020996094,101.51945495605469,112.48853302001953,27.105968475341797,73.34528350830078,50.793556213378906,28.501928329467773,81.15315246582031,39.62993621826172,20.278017044067383,58.92932891845703,63.746795654296875,26.505168914794922,42.32802963256836,19.861454010009766,53.34615707397461
2015-06-18,28.605342864990234,22.04199981689453,13.884969711303711,210500.0,62.52839279174805,103.59555053710938,112.44733428955078,27.699562072753906,73.79097747802734,51.44953536987305,28.679977416992188,88.1681137084961,39.3454475402832,20.427215576171875,58.50989532470703,63.848751068115234,26.516380310058594,42.60198211669922,19.765872955322266,53.31467819213867
2015-06-25,28.268173217773438,21.86949920654297,13.67061996459961,206365.0,60.525360107421875,104.83392333984375,110.90773010253906,26.942323684692383,73.1521224975586,50.74139404296875,28.187589645385742,86.23328399658203,38.3195686340332,20.104963302612305,58.66441345214844,62.912269592285156,26.353778839111328,42.13553237915039,19.629329681396484,51.86029052734375
2015-07-02,27.36833381652832,21.485000610351562,12.900556564331055,206186.0,58.931785583496094,105.49860382080078,107.70446014404297,26.86297607421875,72.632080078125,49.09221649169922,28.444490432739258,84.98310089111328,38.13853454589844,19.961729049682617,59.59899139404297,61.873748779296875,26.118268966674805,40.906494140625,19.951568603515625,51.60845184326172
2015-07-09,28.317304611206055,23.059499740600586,14.035805702209473,213800.0,59.360076904296875,108.3469467163086,111.36534881591797,28.958656311035156,74.60075378417969,51.913360595703125,29.350786209106445,89.06108093261719,39.448909759521484,20.87478256225586,60.45259475708008,64.92432403564453,26.851364135742188,42.77967834472656,20.112689971923828,52.1058349609375
2015-07-16,27.960044860839844,24.41349983215332,14.64709186553955,215380.0,58.9002685546875,109.290283203125,110.78289794921875,34.47010040283203,74.42243957519531,52.58112716674805,29.186647415161133,96.28440856933594,39.25925064086914,20.815109252929688,59.48125076293945,66.73246765136719,26.35212516784668,43.32756805419922,19.978878021240234,51.49513626098633
2015-07-23,27.462106704711914,26.450000762939453,14.41686725616455,214320.0,58.73652648925781,109.75735473632812,109.24369049072266,32.8004035949707,74.08814239501953,51.72578430175781,28.965423583984375,96.23479461669922,39.90580749511719,21.340253829956055,59.812503814697266,70.47843933105469,26.414527893066406,42.91293716430664,19.72490692138672,52.345069885253906
2015-07-30,25.767356872558594,26.850500106811523,14.186646461486816,215201.0,52.92898941040039,101.23065948486328,108.57804870605469,33.388545989990234,74.675048828125,51.568214416503906,30.0572509765625,95.68907928466797,41.01789855957031,21.376070022583008,56.214256286621094,69.52339172363281,26.459924697875977,42.68342590332031,20.074447631835938,48.58635711669922
2015-08-06,25.73163414001465,26.295499801635742,13.90878677368164,213000.0,54.66747283935547,97.98849487304688,107.57965850830078,34.290096282958984,73.3304214477539,50.45026397705078,29.44354248046875,93.45659637451172,40.29374694824219,21.2724666595459,56.674232482910156,68.18817138671875,27.146377563476562,42.26899337768555,19.955829620361328,49.60630416870117
2015-08-13,25.796512603759766,26.645999908447266,13.861153602600098,210660.0,50.96376419067383,97.49393463134766,107.03884887695312,34.41754150390625,73.77613830566406,50.72037887573242,29.101015090942383,94.56787109375,40.18168258666992,21.212324142456055,54.9901237487793,69.09862518310547,26.913772583007812,42.52238082885742,18.8532772064209,48.44361114501953
2015-08-20,24.60325050354004,25.03849983215332,12.74972152709961,200500.0,46.61817169189453,90.8813705444336,99.88350677490234,32.716590881347656,70.65602111816406,47.20146179199219,27.63811492919922,86.5111083984375,37.062347412109375,19.5042724609375,52.60117721557617,65.65299987792969,25.620281219482422,38.97511672973633,17.82497215270996,46.073211669921875
2015-08-27,25.197641372680664,25.52750015258789,12.58300495147705,199360.0,49.78812789916992,93.31756591796875,102.213134765625,31.981168746948242,69.87902069091797,46.94636535644531,27.759431838989258,89.19007110595703,37.62639236450195,19.227617263793945,51.79248046875,64.65922546386719,25.728071212768555,38.74411392211914,17.717741012573242,46.53711700439453
2015-09-03,24.7064266204834,25.844499588012695,12.66334056854248,196875.0,47.785369873046875,93.33589935302734,102.12994384765625,31.90679359436035,69.03312683105469,46.653751373291016,27.331268310546875,89.73580169677734,37.374759674072266,19.221603393554688,50.80576705932617,64.64066314697266,25.750764846801758,38.89314270019531,17.904706954956055,45.755455017089844
2015-09-10,26.110544204711914,26.36949920654297,13.005805015563965,199415.0,50.40044403076172,95.21341705322266,107.870849609375,33.00323486328125,70.82223510742188,48.12434768676758,27.937829971313477,92.72235870361328,38.442100524902344,19.95534324645996,52.00764846801758,65.93161010742188,26.20461654663086,40.033329010009766,17.786481857299805,47.217098236083984
2015-09-17,25.641754150390625,26.803499221801758,12.519978523254395,194479.0,48.5507698059082,93.02449798583984,104.58440399169922,32.3967399597168,69.60951232910156,45.498287200927734,27.89916229248047,93.23831939697266,38.06896209716797,19.618545532226562,52.12635040283203,65.89446258544922,24.950841903686523,37.84239959716797,17.519773483276367,45.946109771728516
2015-09-24,24.74007225036621,25.594499588012695,12.408480644226074,195240.0,50.31114196777344,93.60149383544922,105.85614013671875,31.656858444213867,69.87902069091797,45.74589157104492,28.878070831298828,89.20000457763672,38.40739822387695,18.890817642211914,53.37277603149414,64.69636535644531,24.6841983795166,38.267154693603516,17.82771873474121,47.24886703491211
2015-10-01,24.847736358642578,27.097000122070312,12.54387378692627,199000.0,56.204586029052734,94.69135284423828,116.55929565429688,33.22539138793945,71.09921264648438,46.61623001098633,29.88578224182129,91.68054962158203,40.61152648925781,20.021495819091797,54.69334030151367,68.0027084350586,24.877086639404297,38.89314270019531,18.245649337768555,50.33101272583008
2015-10-08,24.71988868713379,27.241500854492188,12.456262588500977,196899.0,57.2506103515625,96.83450317382812,115.84575653076172,33.74162292480469,70.76231384277344,45.33536911010742,30.00094223022461,93.33753967285156,40.50738525390625,19.87114143371582,55.05689239501953,68.91289520263672,25.28069496154785,38.378944396972656,16.505216598510742,50.94108963012695
2015-10-15,25.51613998413086,27.78849983215332,12.66334056854248,199900.0,56.976341247558594,100.82766723632812,121.09236907958984,33.31465530395508,73.08292388916016,46.89970016479492,30.3680419921875,96.35385131835938,40.958621978759766,20.123743057250977,54.59688186645508,70.08308410644531,25.780675888061523,39.5861930847168,16.123037338256836,50.97283935546875
2015-10-22,26.752033233642578,30.854999542236328,13.762420654296875,206940.0,57.26972961425781,104.72010040283203,123.35891723632812,36.54396438598633,75.21634674072266,49.499351501464844,30.756723403930664,103.388671875,46.842098236083984,21.32058334350586,57.27344512939453,73.25010681152344,26.711679458618164,41.32257843017578,15.848082542419434,52.288326263427734
2015-10-29,27.364362716674805,32.04750061035156,13.547384262084961,206120.0,61.72170639038086,103.72180938720703,123.988525390625,37.45592498779297,76.30925750732422,49.763851165771484,30.209699630737305,103.13067626953125,47.20655822753906,20.532716751098633,57.68516159057617,72.76713562011719,26.516284942626953,40.67422866821289,16.048799514770508,54.6396484375
2015-11-05,26.043243408203125,33.662498474121094,14.136747360229492,202355.0,58.80049133300781,106.71669006347656,128.7314910888672,37.9488525390625,76.24938201904297,50.897422790527344,30.260072708129883,108.16121673583984,46.555728912353516,20.455934524536133,56.86172866821289,73.53802490234375,26.04503631591797,41.869239807128906,15.831584930419922,51.86891174316406
2015-11-12,26.420528411865234,33.176998138427734,14.208426475524902,204280.0,58.81324768066406,108.20040130615234,128.10183715820312,37.68899917602539,76.85572052001953,50.97299575805664,30.432819366455078,106.93085479736328,46.729278564453125,20.195228576660156,56.81681442260742,74.86112976074219,26.07952308654785,41.77168273925781,16.752660751342773,51.7569580078125
2015-11-19,26.587221145629883,33.766998291015625,13.889850616455078,202285.0,58.66644287109375,108.68582153320312,127.43032836914062,38.147708892822266,76.32421112060547,50.527130126953125,31.210216522216797,104.5892333984375,46.90447998046875,19.928466796875,56.81681442260742,74.02375030517578,25.815160751342773,41.43404006958008,16.562952041625977,52.083892822265625
2015-11-26,26.193021774291992,33.800498962402344,14.033214569091797,202930.0,58.26616287231445,104.40872192382812,125.7933120727539,38.573692321777344,76.9547348022461,50.3759765625,30.7855224609375,105.24410247802734,48.23236846923828,19.946651458740234,56.73447036743164,73.53992462158203,25.815160751342773,41.3289794921875,16.043302536010742,50.99412536621094
2015-12-03,26.04434585571289,33.239498138427734,13.657402038574219,197660.0,56.5552978515625,102.09158325195312,127.89200592041016,37.81495666503906,77.03015899658203,49.46914291381836,30.94182014465332,103.7855453491211,48.031436920166016,19.576824188232422,58.16423034667969,72.46063232421875,26.06802749633789,40.60866165161133,16.393936157226562,48.481285095214844
2015-12-10,25.080242156982422,33.78850173950195,14.176548957824707,203800.0,60.32565689086914,104.21636962890625,130.0326690673828,38.511199951171875,79.36783599853516,51.03345489501953,31.797700881958008,105.95849609375,49.036094665527344,19.752639770507812,60.62705993652344,74.30284881591797,26.728923797607422,41.90675354003906,16.71832275390625,50.737728118896484
2015-12-17,24.465288162231445,33.185001373291016,13.849089622497559,200000.0,60.564537048339844,97.29853057861328,129.90676879882812,38.110511779785156,78.04060363769531,50.42887878417969,31.674394607543945,103.81532287597656,48.765281677246094,19.740520477294922,59.826087951660156,73.09333801269531,26.981792449951172,41.298980712890625,16.937353134155273,51.404396057128906
2015-12-24,24.174711227416992,34.45349884033203,13.617466926574707,200081.0,58.16288375854492,98.01750946044922,131.30123901367188,39.19108963012695,78.25931549072266,50.32309341430664,31.601869583129883,105.39293670654297,49.193355560302734,19.855710983276367,59.93838119506836,72.89793395996094,26.878337860107422,41.18642044067383,17.10093116760254,50.07105255126953
