Date,AAPL,BAC,BRK-A,CVX,GE,GOOGL,IBM,JNJ,JPM,KO,MSFT,ORCL,PFE,PG,PM,T,VZ,WFC,WMT,XOM
2012-01-01,12.65637493133545,4.803328037261963,114500.0,60.492183685302734,68.74779510498047,16.133424758911133,103.50667572021484,43.23787307739258,23.932126998901367,22.208431243896484,21.964757919311523,21.945343017578125,11.384936332702637,43.74503707885742,39.439945220947266,8.13029670715332,18.345703125,19.46392822265625,14.789438247680664,48.70219421386719
2012-01-08,12.578771591186523,5.137540340423584,116520.0,59.25230407714844,69.44817352294922,15.51218318939209,101.59011840820312,43.52463912963867,24.486143112182617,21.583389282226562,22.074140548706055,22.27945327758789,11.527447700500488,43.38246536254883,39.562767028808594,8.398063659667969,18.87038803100586,19.914539337158203,14.924796104431152,48.56486129760742
2012-01-15,12.5934476852417,5.495069980621338,119775.0,59.69911193847656,70.59091186523438,14.544206619262695,106.8975830078125,43.53132247924805,25.4677734375,21.93779182434082,23.214963912963867,23.44810676574707,11.559117317199707,43.659332275390625,38.130062103271484,8.520946502685547,18.894636154174805,20.540014266967773,15.293283462524414,50.05821228027344
2012-01-22,13.401854515075684,5.6660637855529785,119211.0,58.06266403198242,70.14859008789062,14.395038604736328,107.99762725830078,43.7247314453125,25.365524291992188,21.728368759155273,22.839902877807617,23.21126365661621,11.337433815002441,42.72559356689453,38.611026763916016,8.143916130065918,18.04129409790039,19.907806396484375,15.218079566955566,49.10841751098633
2012-01-29,13.773397445678711,6.0935444831848145,119800.0,58.92279052734375,70.11172485351562,14.800843238830566,109.80078887939453,43.77808380126953,26.094919204711914,21.9345760345459,23.62910270690918,23.774803161621094,11.189647674560547,41.708953857421875,39.20457458496094,8.36454963684082,18.34674835205078,20.600547790527344,15.54896354675293,48.58776092529297
2012-02-05,14.784341812133789,6.272305011749268,117980.0,58.79991149902344,69.59567260742188,15.038619041442871,109.10897064208984,43.08445739746094,25.638202667236328,21.889455795288086,23.83226203918457,23.27660369873047,11.225883483886719,42.44651794433594,41.1591796875,8.33382797241211,18.27402114868164,20.435659408569336,15.516378402709961,47.94694137573242
2012-02-12,15.04502010345459,6.233445644378662,119190.0,59.57065200805664,71.07014465332031,15.007099151611328,110.10311126708984,43.344573974609375,26.224437713623047,22.247102737426758,24.418306350708008,23.513446807861328,11.300541877746582,43.13093566894531,41.8243522644043,8.381306648254395,18.647356033325195,20.996185302734375,15.66176700592041,49.256404876708984
2012-02-19,15.652975082397461,6.124634265899658,120000.0,61.389198303222656,70.92269134521484,15.137650489807129,112.57363891601562,42.99109649658203,26.094919204711914,22.230987548828125,24.75995635986328,23.889148712158203,11.295210838317871,44.326969146728516,42.47931671142578,8.473469734191895,18.49220085144043,20.38162612915039,14.736798286437988,50.24589538574219
2012-02-26,16.335229873657227,6.318941116333008,117434.0,61.687469482421875,70.54589080810547,15.419356346130371,113.1713638305664,43.57939147949219,27.696887969970703,22.288984298706055,25.23187828063965,24.469013214111328,11.417866706848145,44.30039596557617,43.26216506958008,8.621492385864258,18.749174118041992,21.12449836730957,14.791946411132812,49.66485595703125
2012-03-04,16.334928512573242,6.26447868347168,119065.0,61.664955139160156,70.80623626708984,14.898138046264648,114.2016372680664,43.55922317504883,27.96956443786621,22.395305633544922,25.16109275817871,24.60785484313965,11.455198287963867,44.4731559753418,43.29286575317383,8.708067893981934,18.95766258239746,21.381132125854492,15.060158729553223,48.49702072143555
