Date,AIG,BMY,CVX,DIS,FNMA,GE,HD,IBM,INTC,JNJ,KO,MCD,MRK,MSFT,PEP,PFE,PG,VZ,WMT,XOM
1994-01-01,168.03036499023438,4.2907280921936035,7.150582790374756,11.393778800964355,15.548457145690918,20.560794830322266,4.900365829467773,6.5541510581970215,2.28570818901062,4.857245922088623,4.572402477264404,7.720934867858887,5.922695636749268,1.6212719678878784,8.639244079589844,1.7579116821289062,6.658902168273926,5.632374286651611,2.701927661895752,5.953295707702637
1994-02-01,159.18675231933594,4.14810037612915,6.633675575256348,11.591293334960938,14.898109436035156,20.107601165771484,5.230197429656982,6.133644104003906,2.4101638793945312,4.599339485168457,4.768160820007324,7.705049991607666,5.253352165222168,1.5712764263153076,8.371773719787598,1.5776997804641724,6.4702630043029785,5.496694564819336,2.8931024074554443,5.80781888961792
1994-03-01,152.78379821777344,3.8665528297424316,6.496328830718994,10.142382621765137,13.93477725982666,19.081966400146484,5.12025260925293,6.365195274353027,2.366342067718506,4.353659629821777,4.544438362121582,7.241252899169922,4.8274030685424805,1.6141300201416016,7.836834907531738,1.4801125526428223,6.0201568603515625,5.195505142211914,2.6382033824920654,5.689918041229248
1994-04-01,154.82693481445312,4.102739334106445,6.88301420211792,10.263126373291016,14.920516967773438,18.300310134887695,5.281179904937744,6.700201511383057,2.138472318649292,4.771729469299316,4.692599296569824,7.639127254486084,4.849552154541016,1.7617342472076416,7.843120098114014,1.6171598434448242,6.399934768676758,5.195505142211914,2.578345775604248,5.689918041229248
1994-05-01,169.5830535888672,4.159853458404541,6.728339672088623,10.49327564239502,15.07563591003418,19.116846084594727,5.674123764038086,7.341090202331543,2.19287371635437,5.103296756744385,4.52400541305542,7.8937668800354,4.992790222167969,2.0474207401275635,7.735678195953369,1.7473559379577637,6.380384922027588,5.4319586753845215,2.3996474742889404,5.531549453735352
1994-06-01,157.49237060546875,4.083702564239502,6.54649543762207,10.06991195678711,15.07563591003418,17.916044235229492,5.296896457672119,6.875624179840088,2.0525293350219727,4.979412078857422,4.566151142120361,7.352657794952393,4.870017051696777,1.9664775133132935,6.580697059631348,1.7440013885498047,6.0408501625061035,5.699108600616455,2.476234197616577,5.195239067077637
1994-07-01,171.35537719726562,4.062211036682129,6.9373297691345215,10.251354217529297,15.662402153015137,19.505224227905273,5.144242286682129,7.241346836090088,2.0788450241088867,5.458479404449463,5.010978698730469,6.920436382293701,4.8946709632873535,1.961714267730713,6.586771488189697,1.7129194736480713,6.309646129608154,5.7627129554748535,2.5573410987854004,5.446990966796875
1994-08-01,170.90078735351562,4.44816780090332,6.624663829803467,9.996835708618164,16.160987854003906,19.263225555419922,5.694850444793701,8.016683578491211,2.3092989921569824,5.821413516998291,5.1944804191589355,7.207460403442383,5.63817024230957,2.2140727043151855,7.153665065765381,1.885591983795166,6.934013366699219,5.641879081726074,2.518980026245117,5.446990966796875
1994-09-01,161.77719116210938,4.428872108459473,6.5774712562561035,9.39096736907959,14.319865226745605,18.6340389251709,5.285827159881592,8.180802345275879,2.1600301265716553,6.0467658042907715,5.490903377532959,6.744216442108154,5.8859968185424805,2.1378891468048096,7.153665065765381,1.9243544340133667,6.791628360748291,5.461544513702393,2.3952178955078125,5.327968597412109
1994-10-01,170.4234619140625,4.506063461303711,7.110777854919434,9.57272720336914,13.819804191589355,19.065216064453125,5.731507301330566,8.753610610961914,2.1819815635681152,6.382693290710449,5.712672233581543,7.383476734161377,5.937821388244629,2.399768590927124,7.599271297454834,2.063549280166626,7.161820888519287,5.397140026092529,2.408026933670044,5.82602071762085
1994-11-01,166.55535888671875,4.515267372131348,6.893508434295654,10.562697410583496,13.037640571594238,17.943737030029297,5.82598352432251,8.312993049621582,2.2193641662597656,6.236637592315674,5.797722816467285,7.255627155303955,6.208671569824219,2.3950068950653076,7.653547763824463,2.1540253162384033,7.159041881561279,5.233578205108643,2.3824105262756348,5.5943708419799805
1994-12-01,178.61099243164062,4.525040626525879,7.1255035400390625,11.169743537902832,13.35842227935791,19.894134521484375,5.794491291046143,8.665581703186035,2.2457332611083984,6.432413578033447,5.862339019775391,7.494874000549316,6.35451078414917,2.3283472061157227,7.870672702789307,2.164313554763794,7.1017680168151855,5.194423675537109,2.1813292503356934,5.698609828948975
