Date,AIG,BMY,C,CSCO,GE,HD,IBM,INTC,JNJ,KO,LLY,MRK,MSFT,ORCL,PFE,PG,T,VZ,WMT,XOM
2000-01-01,855.1551513671875,24.375520706176758,210.5906219482422,34.06867218017578,130.57046508789062,36.69172668457031,55.857765197753906,23.290494918823242,24.37134552001953,14.571351051330566,35.287105560302734,27.732894897460938,33.9586181640625,20.591184616088867,12.402619361877441,28.94704246520996,5.8077392578125,14.800881385803223,14.539740562438965,18.59136199951172
2000-01-08,890.7866821289062,24.007226943969727,226.19004821777344,34.6116828918457,130.30078125,35.78886795043945,58.87211990356445,29.27290153503418,23.661041259765625,14.646306991577148,33.92152404785156,27.432199478149414,34.20623779296875,21.275894165039062,13.301363945007324,29.071279525756836,5.568075656890869,14.263344764709473,13.690703392028809,18.331453323364258
2000-01-15,811.7132568359375,21.863317489624023,220.09649658203125,37.08537292480469,124.3682861328125,34.66935348510742,59.794883728027344,27.817230224609375,22.69818687438965,16.04047966003418,32.15251922607422,26.807695388793945,31.615989685058594,23.77820587158203,12.604836463928223,25.515024185180664,5.700647830963135,15.213172912597656,13.25291633605957,18.605045318603516
2000-01-22,796.58251953125,22.95760726928711,218.8778076171875,33.42512130737305,115.63121032714844,32.14138412475586,54.90425491333008,26.698856353759766,21.340715408325195,13.656905174255371,32.43186569213867,28.264867782592773,29.939950942993164,18.87317657470703,12.649767875671387,24.9932918548584,5.203501224517822,14.595786094665527,11.70077133178711,17.264394760131836
2000-01-29,786.8206176757812,23.113927841186523,213.5155029296875,38.97585678100586,122.15699005126953,35.31940841674805,56.90359115600586,29.752187728881836,20.740907669067383,13.491992950439453,32.214603424072266,27.779155731201172,32.47304916381836,23.031246185302734,12.851990699768066,23.607362747192383,5.568075656890869,14.833233833312988,11.952825546264648,17.702159881591797
2000-02-05,740.4507446289062,21.43901252746582,211.17568969726562,42.13332748413086,115.41546630859375,34.70547103881836,56.780513763427734,30.08074951171875,19.557052612304688,13.327088356018066,30.60077667236328,24.147747039794922,30.454200744628906,23.77820587158203,12.582369804382324,23.358217239379883,5.3609299659729,14.184187889099121,11.89976692199707,16.169979095458984
2000-02-12,698.4738159179688,21.34967041015625,201.1546630859375,40.48421096801758,107.9728012084961,31.057954788208008,55.423892974853516,29.93868637084961,19.627506256103516,12.322688102722168,29.17071533203125,22.944978713989258,28.96864128112793,23.33003044128418,12.222868919372559,23.33096694946289,5.070926189422607,13.139371871948242,10.13536548614502,16.508241653442383
2000-02-19,653.0806274414062,20.233074188232422,187.71176147460938,42.71657180786133,108.83574676513672,30.624591827392578,53.20695495605469,32.17610168457031,18.24932289123535,11.678069114685059,28.26693344116211,22.274198532104492,27.82587432861328,28.135461807250977,11.668219566345215,21.209260940551758,4.698063850402832,12.047067642211914,9.445524215698242,15.641556739807129
2000-02-26,682.3663940429688,18.401823043823242,208.9759979248047,44.22492980957031,120.26937866210938,31.491331100463867,53.20695495605469,33.88081359863281,18.62950897216797,12.022863388061523,28.92140769958496,21.279617309570312,29.29239845275879,29.87837028503418,11.75832462310791,22.034591674804688,6.040369033813477,14.01006031036377,11.170124053955078,16.659563064575195
2000-03-04,648.566162109375,18.7144718170166,191.62240600585938,43.88303756713867,113.63573455810547,30.91350746154785,51.852142333984375,34.14714431762695,17.96416664123535,10.913520812988281,30.51083755493164,22.147233963012695,30.777982711791992,32.51763916015625,12.614289283752441,13.392043113708496,5.568075656890869,14.516643524169922,10.175162315368652,16.955341339111328
