Date,AAPL,AMZN,AVGO,BRK-A,COST,GOOGL,HD,JPM,LLY,MA,META,MSFT,NVDA,ORCL,PG,TSLA,UNH,V,WMT,XOM
2024-01-01,182.50405883789062,155.1999969482422,115.14749908447266,578020.0,686.3214111328125,138.9515838623047,333.90863037109375,165.16915893554688,635.6139526367188,442.6680908203125,387.1022644042969,390.84710693359375,61.489410400390625,108.59639739990234,147.21481323242188,187.2899932861328,487.9478454589844,268.7204284667969,53.804420471191406,95.26408386230469
2024-02-01,178.89158630371094,176.75999450683594,126.90522766113281,616561.0,734.7279052734375,137.3249969482422,360.066162109375,177.33924865722656,742.0106201171875,468.5624084472656,486.31365966796875,406.63519287109375,79.06367492675781,108.99769592285156,149.84149169921875,201.8800048828125,470.6512451171875,277.9446105957031,57.24920654296875,96.84858703613281
2024-03-01,169.93345642089844,180.3800048828125,129.33700561523438,634440.0,724.6702880859375,149.6927947998047,362.89483642578125,190.91183471679688,767.25732421875,475.2835693359375,482.310302734375,414.360107421875,90.3008041381836,122.59312438964844,152.96200561523438,175.7899932861328,471.7001647949219,274.95550537109375,58.77298355102539,108.70938873291016
2024-04-01,168.79383850097656,175.0,127.42414855957031,599500.0,715.0460205078125,161.44564819335938,318.0711975097656,182.75303649902344,770.3540649414062,445.30999755859375,427.2734069824219,383.4446105957031,86.353271484375,111.0179672241211,153.85763549804688,183.27999877929688,463.0296936035156,264.6402893066406,58.16946792602539,110.60784912109375
2024-05-01,190.51614379882812,176.44000244140625,130.19552612304688,627400.0,802.3765869140625,171.0859832763672,318.6897277832031,194.25917053222656,809.0542602539062,441.8450927734375,463.6865539550781,408.8546142578125,109.5711669921875,114.74444580078125,156.12252807617188,178.0800018310547,474.2009582519531,268.4333190917969,64.45195770263672,109.66328430175781
2024-06-01,209.00355529785156,193.25,157.33905029296875,612241.0,842.1046142578125,180.65687561035156,329.8844299316406,193.9044647216797,894.4462890625,436.004150390625,500.8247985839844,440.9875793457031,123.47032165527344,138.25341796875,156.4831085205078,197.8800048828125,487.49737548828125,259.069580078125,66.59288787841797,108.53642272949219
2024-07-01,220.3756103515625,186.97999572753906,157.96351623535156,659211.0,814.374267578125,170.32908630371094,352.80694580078125,204.009033203125,794.5574340820312,458.2906494140625,472.1009216308594,412.7691345214844,116.96359252929688,136.53990173339844,152.53587341308594,232.07000732421875,553.8782348632812,262.2281188964844,67.5075454711914,111.80797576904297
2024-08-01,227.2425079345703,178.5,160.06735229492188,715300.0,885.3600463867188,162.22671508789062,353.1328125,216.70748901367188,948.4263916015625,478.3987121582031,518.3138427734375,411.57525634765625,119.31246948242188,138.73211669921875,163.7433319091797,214.11000061035156,567.3753662109375,272.78948974609375,75.955810546875,111.19513702392578
2024-09-01,231.47943115234375,186.3300018310547,169.5836639404297,691180.0,879.546142578125,164.67926025390625,390.66082763671875,203.26930236816406,876.4639282226562,488.7518005371094,569.14990234375,425.32489013671875,121.38147735595703,167.3151092529297,165.32791137695312,261.6300048828125,562.0687866210938,271.93212890625,79.64411926269531,111.40607452392578
2024-10-01,224.43569946289062,186.39999389648438,167.44879150390625,676960.0,867.30322265625,170.12759399414062,379.62164306640625,213.93116760253906,820.8650512695312,494.4826354980469,564.856201171875,401.6518859863281,132.70738220214844,164.8014678955078,157.67242431640625,249.85000610351562,544.5934448242188,286.6685485839844,80.82768249511719,110.9878921508789
2024-11-01,235.78115844726562,207.88999938964844,159.8639373779297,724040.0,964.2346801757812,167.97999572753906,413.7321472167969,242.2056121826172,786.8428344726562,528.1929931640625,571.5639038085938,418.5639953613281,138.19520568847656,181.90179443359375,172.11851501464844,345.1600036621094,588.6819458007812,311.62164306640625,91.23320007324219,112.10935974121094
2024-12-01,249.05946350097656,219.38999938964844,228.67013549804688,680920.0,910.27001953125,188.21316528320312,377.0073547363281,232.49684143066406,765.007568359375,521.8797607421875,582.7001953125,417.46063232421875,134.2367706298828,163.99110412597656,160.97105407714844,403.8399963378906,488.0213928222656,313.1654052734375,89.11264038085938,103.07476806640625
