Date,AAPL,AMZN,BAC,BRK-A,DIS,GOOGL,HD,JNJ,JPM,MA,META,MSFT,NVDA,PG,PYPL,TSLA,UNH,V,VZ,WMT
2020-01-01,74.60858917236328,100.43599700927734,28.175914764404297,335996.0,135.12782287597656,71.0517578125,195.97914123535156,125.07470703125,111.10237121582031,304.4913024902344,200.3378448486328,161.26214599609375,5.884146213531494,105.76223754882812,113.28433227539062,43.371334075927734,245.155517578125,190.31790161132812,40.87175750732422,34.99887466430664
2020-02-01,65.89447021484375,94.1875,24.459747314453125,309096.0,114.94316101074219,66.41360473632812,187.16395568847656,112.98477935791016,98.08792877197266,280.1053771972656,190.9713592529297,153.47515869140625,6.721359729766846,96.666748046875,107.41571044921875,44.53266525268555,229.41769409179688,173.85629272460938,37.62873077392578,32.91710662841797
2020-03-01,61.443050384521484,97.48600006103516,18.220365524291992,272000.0,94.3774642944336,57.62125778198242,160.4176483154297,110.87277221679688,76.0559310913086,233.11720275878906,165.50125122070312,149.8097686767578,6.564262866973877,93.90921020507812,95.2308578491211,34.93333435058594,224.39671325683594,154.33700561523438,37.32997131347656,34.73291778564453
2020-04-01,70.98969268798828,123.69999694824219,20.772294998168945,281700.0,105.66173553466797,66.78303527832031,190.13735961914062,126.86154174804688,80.89654541015625,265.3594970703125,203.11607360839844,170.23275756835938,7.278461933135986,100.62800598144531,122.34588623046875,52.12533187866211,264.309814453125,171.196044921875,39.914520263671875,37.32148742675781
2020-05-01,76.82254791259766,122.11849975585938,20.83275604248047,278640.0,114.6012191772461,71.08845520019531,214.9175567626953,125.7707748413086,83.0602035522461,290.82257080078125,223.33737182617188,174.07040405273438,8.840836524963379,99.62322235107422,154.18565368652344,55.66666793823242,275.4978332519531,187.02056884765625,40.29463195800781,38.09217071533203
2020-06-01,88.38372039794922,137.9409942626953,20.51318359375,267300.0,108.94441223144531,70.32129669189453,216.67332458496094,119.72943115234375,80.28612518310547,285.8063049316406,225.3019561767578,193.85389709472656,9.460657119750977,102.76009368896484,173.30343627929688,71.98733520507812,266.55108642578125,185.34756469726562,38.71458435058594,36.93979263305664
2020-07-01,102.97869873046875,158.23399353027344,21.6390438079834,293631.0,114.2494888305664,73.78765106201172,231.00111389160156,124.09700775146484,82.48834228515625,298.2068176269531,251.69482421875,195.28277587890625,10.578121185302734,112.68630981445312,195.02731323242188,95.38400268554688,274.8056640625,182.68972778320312,40.3648567199707,39.90656661987305
2020-08-01,125.05525207519531,172.54800415039062,22.38701820373535,327560.0,128.83599853515625,80.80863189697266,248.0115203857422,130.610107421875,86.351806640625,346.6676940917969,290.91705322265625,214.82907104492188,13.32834529876709,119.63286590576172,203.05438232421875,166.10667419433594,283.67291259765625,203.4054412841797,42.089263916015625,42.8209228515625
2020-09-01,112.4361343383789,157.43649291992188,20.95195198059082,320001.0,121.2252197265625,72.6792984008789,241.63369750976562,127.59696960449219,82.97322845458984,327.29168701171875,259.8607177734375,200.83462524414062,13.483806610107422,120.20368957519531,195.98219299316406,143.00332641601562,282.965087890625,192.16224670410156,42.24549865722656,43.32521438598633
2020-10-01,105.6885986328125,151.8074951171875,20.756345748901367,302500.0,118.4603271484375,80.14311218261719,233.28648376464844,117.509521484375,84.49876403808594,279.3550720214844,261.0613098144531,193.32948303222656,12.494483947753906,118.56912231445312,185.14016723632812,129.34666442871094,278.08880615234375,174.61521911621094,40.470176696777344,42.965999603271484
2020-11-01,115.58174896240234,158.40199279785156,24.66238784790039,343688.0,144.60464477539062,87.00093078613281,242.64552307128906,123.99738311767578,102.54122924804688,326.0643310546875,274.8134460449219,204.40577697753906,13.359248161315918,120.76676177978516,212.98130798339844,189.1999969482422,306.5227966308594,202.136962890625,43.35557174682617,47.313697814941406
2020-12-01,129.04661560058594,162.84649658203125,26.54535484313965,347815.0,177.01148986816406,86.91365814208984,232.33303833007812,135.81912231445312,110.53543090820312,345.8602600097656,271.0331115722656,212.93484497070312,13.01384162902832,121.0015640258789,232.95452880859375,235.22332763671875,319.5915222167969,210.50645446777344,42.16421127319336,44.6381950378418
