Date,AIG,BMY,C,CSCO,GE,HD,IBM,INTC,JNJ,KO,MRK,MSFT,ORCL,PFE,PG,QCOM,T,VZ,WMT,XOM
1999-01-01,652.3486938476562,23.247121810913086,150.30313110351562,16.672330856323242,87.75106048583984,22.453332901000977,46.576942443847656,18.323726654052734,20.767105102539062,16.484710693359375,27.753387451171875,22.931116104125977,6.058670997619629,14.802631378173828,22.28662872314453,2.3057262897491455,7.175039291381836,13.725177764892578,8.892226219177246,16.010398864746094
1999-01-08,618.4450073242188,21.671791076660156,130.71240234375,15.50587272644043,82.74282836914062,21.10853385925293,44.235076904296875,18.96169662475586,19.487689971923828,15.075122833251953,26.375402450561523,21.597909927368164,5.925877094268799,13.488001823425293,20.89180564880371,2.3297693729400635,7.007269859313965,13.282015800476074,8.429778099060059,14.939461708068848
1999-01-15,621.5628051757812,21.48458480834961,134.7268829345703,16.300277709960938,84.66087341308594,21.78092384338379,48.245330810546875,18.92625617980957,19.971376419067383,14.615161895751953,26.66010856628418,24.121484756469727,6.465348243713379,13.844511985778809,21.21367645263672,2.288897752761841,7.3866987228393555,14.392704010009766,8.357110977172852,15.233970642089844
1999-01-22,614.1587524414062,22.56377410888672,142.59532165527344,17.51701545715332,88.17735290527344,23.053686141967773,43.76060104370117,19.44902992248535,21.157176971435547,15.460911750793457,25.954030990600586,26.51172637939453,7.12930965423584,15.159143447875977,21.606809616088867,2.476431369781494,6.983050346374512,14.516114234924316,8.997925758361816,15.207200050354004
1999-01-29,648.8414916992188,22.993244171142578,136.9498291015625,16.93378257751465,85.3535385131836,22.141157150268555,41.5258674621582,18.447778701782227,20.938739776611328,15.08996295928955,27.37757110595703,24.235750198364258,7.743479251861572,15.634495735168457,21.606809616088867,2.517305612564087,6.5551838874816895,14.732083320617676,8.852585792541504,14.952859878540039
1999-02-05,664.0394897460938,21.936080932617188,138.23873901367188,16.873449325561523,85.24694061279297,22.381284713745117,43.71467971801758,18.899229049682617,21.1259765625,15.282852172851562,27.468673706054688,24.797603607177734,7.90946626663208,15.74589729309082,21.76059341430664,2.620689868927002,6.748934268951416,14.300140380859375,9.070595741271973,15.073326110839844
1999-02-12,710.4132690429688,22.04620361328125,136.46646118164062,15.4757080078125,85.77973175048828,22.453332901000977,42.73047637939453,18.172340393066406,21.611709594726562,15.342209815979004,28.37973976135254,22.207372665405273,6.747532844543457,15.60992431640625,22.54489517211914,2.4584007263183594,6.765079498291016,14.423554420471191,9.024352073669434,14.836907386779785
1999-02-19,698.3326416015625,22.486679077148438,145.9723358154297,15.847762107849121,85.56665802001953,22.981645584106445,42.57721710205078,18.119144439697266,21.142240524291992,15.25318431854248,29.45026206970215,23.388214111328125,7.7019829750061035,15.580156326293945,22.09891700744629,2.7986090183258057,6.7973737716674805,14.238444328308105,8.984716415405273,14.500320434570312
1999-02-26,719.7659301757812,22.97122573852539,155.4783172607422,15.807554244995117,85.67325592041016,23.29383087158203,41.9334831237793,16.080297470092773,21.768207550048828,14.941588401794434,29.3136043548584,23.197757720947266,7.2455058097839355,15.818243980407715,22.63716697692871,2.8635246753692627,6.377583026885986,13.482551574707031,9.447168350219727,14.60802936553955
1999-03-05,748.1924438476562,22.024187088012695,169.978759765625,16.97401237487793,91.5921630859375,25.131546020507812,44.84553527832031,16.754005432128906,22.237680435180664,15.757662773132324,30.282045364379883,24.59763526916504,7.345098972320557,16.740859985351562,22.66793441772461,3.0919342041015625,6.886173725128174,13.590536117553711,10.0747709274292,16.102489471435547
1999-03-12,736.1056518554688,22.06822967529297,166.75656127929688,17.195228576660156,94.105224609375,25.03543472290039,43.558101654052734,17.277021408081055,22.48808479309082,16.244138717651367,31.447622299194336,26.273653030395508,5.91342830657959,17.02359390258789,22.821699142456055,3.1568496227264404,6.732789516448975,13.37457275390625,10.378666877746582,16.089027404785156
1999-03-19,734.5459594726562,20.856903076171875,162.4063262939453,17.285730361938477,92.82200622558594,24.45880889892578,42.01013946533203,16.727405548095703,23.035808563232422,15.678865432739258,30.19060707092285,27.41639518737793,5.315862655639648,16.39861297607422,24.728639602661133,3.7867777347564697,6.280707836151123,12.896358489990234,9.721550941467285,15.388916015625
1999-03-26,754.0402221679688,22.26644515991211,166.75656127929688,17.687955856323242,95.495361328125,23.66594123840332,43.40484619140625,17.14405059814453,23.567873001098633,14.503684043884277,29.230735778808594,28.244901657104492,5.1415696144104,16.614376068115234,24.221149444580078,5.270229339599609,6.426021575927734,12.772943496704102,9.867036819458008,15.106179237365723
1999-04-02,785.6218872070312,22.631010055541992,188.18505859375,18.9248046875,97.42024993896484,25.63609504699707,45.85708999633789,18.58897590637207,24.350339889526367,14.488819122314453,29.847803115844727,28.816268920898438,4.6435980796813965,16.956626892089844,24.7901554107666,5.707814693450928,6.845807075500488,13.621384620666504,10.819355010986328,15.994771957397461
1999-04-09,748.5823364257812,21.79119110107422,183.19041442871094,17.7482967376709,96.24400329589844,24.218542098999023,43.5887451171875,16.576723098754883,23.08274269104004,15.292089462280273,28.293703079223633,27.08309555053711,4.954831123352051,15.475991249084473,23.74441146850586,6.068461894989014,6.629436492919922,14.187975883483887,10.3431978225708,16.708354949951172
1999-04-16,829.2885131835938,24.045452117919922,193.3407745361328,18.210851669311523,96.8855972290039,23.906192779541016,47.6962890625,17.44544792175293,25.664886474609375,15.827614784240723,28.476530075073242,25.883207321166992,5.1415696144104,15.275103569030762,23.1600399017334,7.441317558288574,7.368748188018799,14.389989852905273,10.594502449035645,17.00455093383789
1999-04-23,743.123779296875,23.073020935058594,196.72434997558594,17.567285537719727,92.07339477539062,22.82501792907715,50.22517776489258,17.250429153442383,24.710268020629883,16.1400089263916,25.734027862548828,25.00710678100586,5.4279046058654785,13.801909446716309,23.074878692626953,7.626447677612305,7.246880531311035,14.623091697692871,9.919946670532227,18.202817916870117
1999-04-30,729.4775390625,23.890743255615234,180.47640991210938,17.20528793334961,92.60806274414062,21.912006378173828,51.31336212158203,16.931299209594727,24.444232940673828,16.452392578125,27.196687698364258,23.75008773803711,4.817886829376221,13.809345245361328,22.735563278198242,8.311676025390625,6.954409122467041,13.892715454101562,9.073442459106445,17.745054244995117
1999-05-07,753.6506958007812,24.53165054321289,189.8476104736328,18.934858322143555,93.51699829101562,22.65682601928711,60.39371871948242,17.04596519470215,23.849567413330078,15.649113655090332,26.69389533996582,24.111953735351562,4.581349849700928,14.052197456359863,22.704708099365234,8.85264778137207,6.913784027099609,14.545389175415039,9.946401596069336,17.098798751831055
1999-05-14,728.3081665039062,24.3990478515625,178.37600708007812,18.46224594116211,91.05747985839844,22.296430587768555,57.171512603759766,16.371931076049805,23.78696060180664,16.169754028320312,26.419647216796875,23.902441024780273,5.041976451873779,13.448357582092285,23.861526489257812,7.866883277893066,6.759428977966309,13.799477577209473,9.417329788208008,17.319046020507812
1999-05-21,695.557861328125,23.205623626708984,163.9960174560547,17.376230239868164,86.1383285522461,21.839933395385742,56.956668853759766,15.0770845413208,22.664241790771484,16.214387893676758,24.134212493896484,23.883413314819336,4.693394660949707,12.389788627624512,23.198286056518555,7.4148712158203125,6.531944751739502,13.442057609558105,8.70310115814209,17.061969757080078
1999-05-28,732.9867553710938,23.316120147705078,163.83450317382812,17.5069580078125,88.00979614257812,22.536710739135742,55.45293426513672,14.332088470458984,23.527503967285156,16.378013610839844,24.97983169555664,23.27393913269043,5.477700710296631,12.941436767578125,23.074878692626953,7.852449893951416,6.735054969787598,13.519752502441406,9.6289644241333,17.305519104003906
1999-06-04,717.7486572265625,23.095109939575195,163.83450317382812,17.768404006958008,86.40570831298828,22.632808685302734,56.58842468261719,15.715636253356934,22.47589111328125,15.738364219665527,24.918611526489258,24.340503692626953,5.191367149353027,11.875408172607422,22.026029586791992,8.520851135253906,7.149387836456299,14.250140190124512,9.126350402832031,17.237855911254883
