Date,AIG,BMY,C,CSCO,GE,HD,IBM,INTC,JNJ,KO,MRK,MSFT,ORCL,PFE,PG,QCOM,T,VZ,WMT,XOM
1999-06-11,756.3670654296875,24.045452117919922,182.0113983154297,18.884586334228516,92.76846313476562,23.05658531188965,59.01277542114258,16.460620880126953,23.08803367614746,15.366472244262695,25.51518440246582,25.25470733642578,6.946722030639648,11.979775428771973,21.779239654541016,9.22771167755127,7.149387836456299,15.073753356933594,9.232158660888672,17.589662551879883
1999-06-18,746.6148681640625,24.28855323791504,169.8934326171875,19.387365341186523,91.32483673095703,23.05658531188965,60.178897857666016,15.626947402954102,22.99384307861328,14.941486358642578,25.308673858642578,25.78799057006836,7.108563423156738,12.091596603393555,21.085140228271484,9.828788757324219,6.726929187774658,14.669715881347656,9.176824569702148,16.56133460998535
1999-06-25,745.83447265625,24.553752899169922,188.07041931152344,20.714723587036133,95.38848876953125,24.475099563598633,64.3217544555664,17.844165802001953,24.469215393066406,15.478303909301758,27.62615203857422,27.787778854370117,7.51939058303833,13.373810768127441,21.2393798828125,10.752042770385742,7.295631408691406,15.757499694824219,10.117021560668945,16.980792999267578
1999-07-02,747.0049438476562,25.805721282958984,187.1009063720703,21.378393173217773,100.09367370605469,25.196352005004883,65.7947769165039,18.660099029541016,24.029748916625977,15.060774803161621,27.64910316467285,28.206804275512695,7.755928993225098,13.306720733642578,21.069730758666992,10.944387435913086,7.328125953674316,15.524412155151367,9.958112716674805,17.237855911254883
1999-07-09,736.86279296875,26.759023666381836,186.13148498535156,21.418617248535156,100.88829803466797,26.903371810913086,66.93023681640625,19.209964752197266,24.296560287475586,15.26954460144043,26.80011558532715,28.75912094116211,7.768378257751465,13.485634803771973,22.55044937133789,11.769063949584961,7.452375888824463,16.3870792388916,10.064051628112793,17.08902931213379
1999-07-16,744.6640625,25.02977752685547,185.64675903320312,19.668926239013672,98.68921661376953,24.619335174560547,60.823333740234375,18.127960205078125,24.704652786254883,15.060774803161621,25.469287872314453,27.749704360961914,7.220605850219727,12.59106159210205,22.14942741394043,11.579126358032227,7.534090518951416,16.308889389038086,9.574092864990234,16.926660537719727
1999-07-23,736.4724731445312,23.85477066040039,177.40652465820312,19.870040893554688,96.11471557617188,24.69147491455078,61.559879302978516,19.724363327026367,23.417621612548828,14.67307186126709,24.505577087402344,26.492685317993164,7.581640720367432,12.166142463684082,21.825458526611328,12.03113079071045,7.378836154937744,16.324533462524414,9.322491645812988,16.859010696411133
1999-07-30,703.1209106445312,23.34486961364746,171.124267578125,19.78959846496582,94.0229721069336,22.142974853515625,60.485748291015625,20.27423667907715,22.805509567260742,14.523962020874023,23.49599266052246,26.13081932067871,7.394897937774658,12.0095853805542,23.265012741088867,11.016515731811523,7.534090518951416,16.152528762817383,8.766318321228027,17.792621612548828
1999-08-06,663.137451171875,23.832611083984375,171.36724853515625,19.849929809570312,90.16118621826172,22.840208053588867,59.473052978515625,21.560211181640625,23.794309616088867,14.345017433166504,22.76174545288086,24.911880493164062,7.071214199066162,12.194732666015625,22.800642013549805,11.617589950561523,7.199057579040527,15.54270076751709,9.401939392089844,17.711429595947266
1999-08-13,726.037841796875,24.054311752319336,177.444091796875,20.03093910217285,95.2565689086914,23.65764808654785,60.42185974121094,21.950603485107422,24.061140060424805,13.852936744689941,24.046682357788086,25.540390014648438,7.170807838439941,12.643073081970215,23.342405319213867,12.675487518310547,6.9375739097595215,15.57397747039795,9.759482383728027,17.801326751708984
1999-08-20,769.9222412109375,25.983081817626953,185.46554565429688,22.182849884033203,102.06828308105469,24.234664916992188,60.42185974121094,23.015310287475586,26.304841995239258,14.68798542022705,25.262781143188477,28.835317611694336,7.394897937774658,14.189826965332031,24.828386306762695,14.67586898803711,6.733285427093506,16.340167999267578,10.024327278137207,17.474960327148438
1999-08-27,721.1617431640625,25.207134246826172,170.88108825683594,21.96162986755371,96.91925048828125,23.465309143066406,61.8656120300293,24.221986770629883,25.187150955200195,14.195903778076172,25.056262969970703,27.978240966796875,7.656332492828369,13.62940788269043,24.79743003845215,12.867829322814941,6.251171112060547,15.41760540008545,9.680032730102539,16.862991333007812
1999-09-03,722.52685546875,25.451007843017578,170.15200805664062,22.504634857177734,102.76551818847656,25.477294921875,66.22752380371094,24.914039611816406,25.39180564880371,13.122260093688965,25.51055335998535,28.663896560668945,8.776774406433105,13.69665813446045,25.230852127075195,12.781269073486328,6.210317134857178,15.652152061462402,10.064051628112793,17.678943634033203
1999-09-10,705.9396362304688,26.027421951293945,167.96421813964844,22.685644149780273,100.6201171875,25.40511703491211,63.89296340942383,23.458938598632812,24.116701126098633,12.898588180541992,25.602741241455078,28.64484405517578,8.403292655944824,13.001730918884277,24.79743003845215,13.83917236328125,6.37535285949707,16.011802673339844,9.600570678710938,16.90378761291504
1999-09-17,705.4515991210938,24.630725860595703,167.72122192382812,22.323631286621094,100.19099426269531,25.549467086791992,59.96110916137695,22.00383949279785,22.951810836791992,12.188376426696777,25.280107498168945,27.787778854370117,8.664726257324219,12.777563095092773,23.884172439575195,14.358497619628906,6.3918046951293945,16.293264389038086,9.902450561523438,16.278228759765625
1999-09-24,678.6190185546875,23.943450927734375,171.124267578125,22.062185287475586,101.74645233154297,26.41555404663086,59.46965026855469,21.09884262084961,23.14069175720215,11.545312881469727,23.897432327270508,27.597335815429688,9.063105583190918,12.867241859436035,23.218564987182617,14.555646896362305,6.720855712890625,16.840539932250977,10.08803939819336,16.536617279052734
1999-10-01,710.8182983398438,25.97683334350586,178.4164276123047,22.806303024291992,104.89510345458984,27.8109073638916,57.19652557373047,21.47149658203125,23.7388973236084,12.44261360168457,26.13276481628418,28.568681716918945,8.90126895904541,13.853567123413086,24.069929122924805,15.430819511413574,6.655045032501221,16.62161636352539,10.883418083190918,15.911035537719727
1999-10-08,663.4954223632812,26.199235916137695,170.88108825683594,22.323631286621094,103.38886260986328,27.32975196838379,52.58884048461914,20.823801040649414,23.833349227905273,12.098644256591797,26.916288375854492,27.63542366027832,9.318321228027344,13.517322540283203,23.729385375976562,15.69769287109375,6.761987209320068,15.949087142944336,11.108773231506348,16.18303871154785
1999-10-15,670.3253784179688,26.666292190551758,182.54869079589844,22.263286590576172,106.07852935791016,27.66657257080078,44.72509002685547,20.353565216064453,26.3992977142334,12.995952606201172,28.990327835083008,28.359159469604492,9.000860214233398,14.974411010742188,24.983173370361328,16.594501495361328,5.931134223937988,15.964821815490723,11.639025688171387,16.550207138061523
1999-10-22,772.777099609375,27.733835220336914,210.50225830078125,22.826417922973633,114.47003173828125,28.701053619384766,46.66030502319336,20.495506286621094,26.19464874267578,14.072720527648926,29.26685905456543,27.38783073425293,9.137803077697754,14.257073402404785,25.996429443359375,16.772417068481445,6.868930339813232,16.263668060302734,11.824614524841309,15.911035537719727
1999-10-29,797.1702880859375,27.133346557617188,213.51551818847656,22.524744033813477,113.50180053710938,29.254371643066406,45.00156021118164,23.157262802124023,26.525236129760742,13.564245223999023,29.382070541381836,27.959209442138672,11.590317726135254,13.360400199890137,26.167268753051758,20.306739807128906,6.729079246520996,15.760348320007324,11.877640724182129,15.883848190307617
1999-11-05,826.4417724609375,27.40022087097168,203.27853393554688,26.949254989624023,115.33074188232422,30.336990356445312,46.6910514831543,22.56267547607422,26.147424697875977,13.579201698303223,28.298978805541992,27.311655044555664,12.362174987792969,12.687899589538574,26.446786880493164,26.58196449279785,6.729079246520996,15.980546951293945,12.182534217834473,16.713394165039062
1999-11-12,870.8377685546875,26.73301887512207,219.36521911621094,28.29669952392578,119.95693969726562,31.948869705200195,48.229610443115234,22.296390533447266,26.289098739624023,14.461542129516602,29.013364791870117,25.883207321166992,14.777347564697266,12.110527992248535,27.223278045654297,27.37537956237793,6.757872104644775,16.10638427734375,12.593481063842773,17.743196487426758
1999-11-19,828.1494750976562,26.64405059814453,210.34690856933594,29.744718551635742,117.80521392822266,30.601640701293945,51.42852783203125,23.343753814697266,26.454912185668945,16.25615692138672,29.382070541381836,27.940156936645508,14.304267883300781,13.076671600341797,27.93762969970703,28.87568473815918,6.704402923583984,15.634510040283203,12.28858470916748,17.319116592407227
1999-11-26,804.3661499023438,25.537582397460938,210.59071350097656,30.086633682250977,115.92249298095703,31.287273406982422,51.8052864074707,22.030115127563477,25.27501106262207,16.13651466369629,27.79198455810547,28.892440795898438,15.125925064086914,12.94748306274414,27.953149795532227,28.774688720703125,6.78666353225708,16.314788818359375,12.232247352600098,17.965503692626953
1999-12-03,860.5238037109375,23.68607521057129,214.97801208496094,31.73575210571289,123.56098937988281,33.610015869140625,55.79623794555664,20.80523109436035,23.550548553466797,14.901156425476074,26.3450870513916,28.263948440551758,15.648797988891602,12.132996559143066,27.300918579101562,30.390396118164062,7.107487201690674,16.20075225830078,13.203271865844727,18.85129165649414
1999-12-10,831.725830078125,22.974374771118164,210.59071350097656,31.494422912597656,127.05757904052734,37.24547576904297,53.735389709472656,22.793455123901367,23.897811889648438,14.031672477722168,25.697452545166016,34.64427947998047,17.83988380432129,12.222868919372559,27.300918579101562,33.79487991333008,6.778440952301025,16.185016632080078,14.55540943145752,18.331457138061523
1999-12-17,855.15478515625,23.73055648803711,216.92784118652344,33.60612487792969,135.556640625,37.41400909423828,53.458595275878906,23.61003875732422,24.134571075439453,14.211563110351562,25.813098907470703,35.787017822265625,21.250988006591797,12.267807006835938,27.207735061645508,35.89143753051758,6.687945365905762,16.09065055847168,14.300951957702637,18.34512710571289
1999-12-24,845.8810424804688,23.21902084350586,215.7091522216797,34.169227600097656,133.75254821777344,38.59371566772461,53.520103454589844,23.769819259643555,23.613693237304688,14.016682624816895,25.096059799194336,35.84416198730469,22.184690475463867,11.75102710723877,27.238800048828125,49.7786865234375,6.276634693145752,15.477225303649902,14.393813133239746,17.606401443481445
