Date,AAPL,AMZN,AVGO,BRK-A,COST,GOOGL,HD,JNJ,JPM,LLY,MA,META,MSFT,NVDA,PG,TSLA,UNH,V,WMT,XOM
2023-09-10,172.98268127441406,140.38999938964844,82.2806396484375,559500.0,536.3050537109375,136.27369689941406,302.0240783691406,149.8444061279297,139.93341064453125,565.70166015625,407.6671142578125,297.9716491699219,323.9703674316406,43.86932373046875,142.8748016357422,274.3900146484375,462.4942321777344,236.5615997314453,53.40745544433594,107.1547622680664
2023-09-17,172.7652587890625,129.1199951171875,80.09725189208984,546215.0,538.4547119140625,129.1822967529297,287.29876708984375,148.9626922607422,137.037109375,541.0162353515625,395.77093505859375,296.751220703125,311.0103454589844,41.58092498779297,141.1153106689453,244.8800048828125,480.9294128417969,230.68360900878906,52.66459655761719,105.53870391845703
2023-09-24,169.22671508789062,127.12000274658203,80.67919921875,531477.0,544.5951538085938,129.78729248046875,283.9440002441406,144.55416870117188,136.36947631835938,527.8383178710938,389.56219482421875,297.8724365234375,309.774169921875,43.46860122680664,135.79019165039062,250.22000122070312,479.1144104003906,225.7084197998047,51.87957000732422,107.96278381347656
2023-10-01,175.43399047851562,127.95999908447266,82.10515594482422,525425.0,537.4330444335938,136.45223999023438,275.1671142578125,146.3083038330078,136.44468688964844,555.4423217773438,391.58917236328125,312.97393798828125,321.06634521484375,45.73002243041992,134.14239501953125,260.5299987792969,498.7088317871094,230.6443634033203,50.73772430419922,98.40425109863281
2023-10-08,176.77822875976562,129.7899932861328,85.78856658935547,522700.0,546.4074096679688,136.23403930664062,274.32135009765625,145.57508850097656,140.19863891601562,598.66162109375,392.2159118652344,312.23968505859375,321.5274353027344,45.429229736328125,134.70094299316406,251.1199951171875,512.5731201171875,233.22518920898438,51.847137451171875,100.88340759277344
2023-10-15,170.8773956298828,125.16999816894531,82.91818237304688,511000.0,532.9988403320312,134.48846435546875,269.1435241699219,142.0018310546875,135.4148406982422,574.5263061523438,378.7948913574219,306.2467346191406,320.4875183105469,41.35808181762695,137.82901000976562,211.99000549316406,500.81854248046875,229.0154266357422,51.500038146972656,101.99443817138672
2023-10-22,166.2713623046875,127.73999786376953,81.43490600585938,503375.0,523.4556884765625,121.16854858398438,259.7933044433594,135.13377380371094,128.5375213623047,550.53857421875,358.7618408203125,294.4195556640625,323.5680847167969,40.471702575683594,137.86512756347656,207.3000030517578,498.5663146972656,224.98226928710938,52.28181457519531,96.91674041748047
2023-10-29,174.6036834716797,138.60000610351562,85.739990234375,533815.0,540.6815185546875,128.04173278808594,277.7887878417969,140.46112060546875,135.4622039794922,557.987548828125,380.410888671875,312.150390625,346.12298583984375,44.97355270385742,140.59132385253906,219.9600067138672,504.49603271484375,239.04428100585938,53.4139404296875,98.96434020996094
2023-11-05,184.24078369140625,143.55999755859375,93.0096435546875,531886.0,557.3377685546875,131.5031280517578,274.0111999511719,136.6651611328125,138.71139526367188,587.3703002929688,388.6192626953125,326.2100830078125,362.6736755371094,48.30121994018555,141.84669494628906,214.64999389648438,514.2933349609375,240.66339111328125,53.910247802734375,95.26397705078125
2023-11-12,187.7396697998047,145.17999267578125,94.97276306152344,544190.0,557.366943359375,134.2008514404297,288.74591064453125,139.02255249023438,144.7645721435547,581.47412109375,394.4527282714844,332.4312744140625,362.8502502441406,49.26355743408203,141.5281524658203,234.3000030517578,509.6178894042969,245.4141387939453,50.39387512207031,96.37500762939453
2023-11-19,188.01678466796875,146.74000549316406,95.08349609375,549500.0,571.0897216796875,135.5695037841797,291.9691467285156,141.53775024414062,145.44659423828125,591.7930908203125,406.4745788574219,335.5964050292969,371.03839111328125,47.742618560791016,141.818603515625,235.4499969482422,519.8902587890625,250.075439453125,50.62419128417969,96.89491271972656
2023-11-26,189.27374267578125,147.02999877929688,90.33645629882812,542414.0,575.8121337890625,130.7791290283203,300.3514404296875,148.17225646972656,148.57266235351562,574.9971313476562,408.30731201171875,322.29083251953125,368.1678161621094,46.732322692871094,143.0177764892578,238.8300018310547,519.9473266601562,252.18972778320312,50.06623840332031,95.43089294433594
2023-12-03,193.69776916503906,147.4199981689453,91.72549438476562,540000.0,589.8441162109375,133.8834686279297,308.84844970703125,144.4674530029297,150.16412353515625,588.7903442382812,406.1395263671875,330.1590881347656,367.8925476074219,47.472801208496094,135.9821014404297,243.83999633789062,524.2098388671875,251.4915313720703,48.9373664855957,92.24337005615234
2023-12-10,195.53866577148438,149.97000122070312,109.73841094970703,544478.0,636.2373046875,131.5130615234375,334.89251708984375,145.1597900390625,156.52040100097656,563.1830444335938,412.4559020996094,332.312255859375,364.45184326171875,48.860137939453125,134.86724853515625,253.5,506.4267883300781,253.74349975585938,49.731239318847656,93.49427795410156
2023-12-17,191.6094512939453,153.4199981689453,108.98461151123047,542600.0,648.5792846679688,140.33018493652344,329.7744445800781,145.4404754638672,158.57601928710938,561.5585327148438,417.9051208496094,350.6383972167969,368.2366638183594,48.800167083740234,136.10389709472656,252.5399932861328,496.11944580078125,254.13685607910156,51.00431442260742,94.43014526367188
2023-12-24,190.5504608154297,151.94000244140625,108.92660522460938,542625.0,637.4541625976562,138.544921875,327.8446350097656,146.63792419433594,161.1337127685547,573.8945922851562,420.2799377441406,351.20391845703125,369.67193603515625,49.49174880981445,137.28428649902344,248.47999572753906,501.9930419921875,256.02496337890625,51.32990646362305,92.64179992675781
