Date,AIG,BAC,BMY,C,CSCO,GE,HD,IBM,INTC,JNJ,KO,LLY,MRK,MSFT,PFE,PG,T,VZ,WMT,XOM
1998-01-01,447.26177978515625,14.984813690185547,16.753915786743164,131.2705078125,5.952969074249268,62.97431182861328,11.241928100585938,25.35103416442871,10.297605514526367,15.925956726074219,15.581242561340332,33.604671478271484,18.863693237304688,9.870473861694336,9.214204788208008,19.71690559387207,4.546998500823975,10.504846572875977,4.193223476409912,12.730198860168457
1998-01-08,417.2025451660156,14.697808265686035,15.982991218566895,127.77420043945312,6.113859176635742,62.501609802246094,11.43348503112793,24.955875396728516,10.678020477294922,16.388010025024414,15.213408470153809,33.15016174316406,19.71603012084961,9.989509582519531,9.177340507507324,19.505062103271484,4.627718448638916,10.69245433807373,4.173505783081055,12.717126846313477
1998-01-15,432.4914855957031,14.712907791137695,16.417322158813477,127.13848114013672,6.368602275848389,63.49955368041992,11.62503719329834,24.347930908203125,10.854952812194824,16.788480758666992,15.419386863708496,33.604671478271484,20.45623016357422,10.43708610534668,9.317399024963379,19.61098289489746,4.718073844909668,10.797209739685059,4.2786664962768555,12.769411087036133
1998-01-22,461.2550354003906,14.607169151306152,17.340255737304688,127.45634460449219,6.636755466461182,64.07730102539062,11.601096153259277,23.5880126953125,11.447685241699219,16.480436325073242,15.095703125,33.02894973754883,21.106700897216797,11.351282119750977,9.41323184967041,19.247360229492188,4.8398542404174805,10.984273910522461,4.27208948135376,12.377303123474121
1998-01-29,468.76971435546875,15.21139907836914,17.372827529907227,135.24363708496094,6.925018310546875,64.60250854492188,12.068016052246094,23.907175064086914,12.398980140686035,16.94249725341797,15.787223815917969,33.15016174316406,20.635665893554688,11.946465492248535,9.597511291503906,19.520586013793945,4.934141159057617,11.044135093688965,4.521842002868652,12.873968124389648
1998-02-05,481.72662353515625,15.724990844726562,17.28594970703125,137.62747192382812,6.958536624908447,65.91558837890625,12.247596740722656,24.971065521240234,12.044973373413086,17.050323486328125,16.213903427124023,32.05928421020508,21.084274291992188,12.108355522155762,9.893016815185547,20.340274810791016,4.800571918487549,10.797209739685059,4.51527214050293,13.109232902526855
1998-02-12,488.4638671875,15.649463653564453,17.340255737304688,142.09339904785156,7.025576591491699,65.91558837890625,12.810297966003418,25.036561965942383,12.310481071472168,17.373762130737305,16.27274513244629,29.18164825439453,22.295509338378906,11.779816627502441,10.210719108581543,20.492076873779297,4.879140853881836,10.78223991394043,4.784743785858154,13.4334135055542
1998-02-19,497.7925109863281,16.646434783935547,17.36196517944336,142.7305908203125,7.159651279449463,64.8125991821289,12.750433921813965,25.645723342895508,13.310542106628418,18.356266021728516,16.155052185058594,31.79582405090332,22.766525268554688,12.941603660583496,10.447148323059082,20.264379501342773,4.800571918487549,10.640074729919434,5.014778137207031,13.222894668579102
1998-02-26,500.6429443359375,16.691753387451172,17.557411193847656,140.50042724609375,6.998760223388672,64.12981414794922,12.343379974365234,24.12281608581543,12.239681243896484,18.124496459960938,16.184471130371094,30.519145965576172,22.40764617919922,12.541646003723145,10.040787696838379,19.945606231689453,4.769143581390381,11.006718635559082,5.093647003173828,13.354473114013672
1998-03-05,508.7298278808594,17.057676315307617,18.588916778564453,150.37689208984375,6.717199802398682,66.38829040527344,13.323433876037598,24.153278350830078,10.744017601013184,18.773466110229492,17.052555084228516,32.28218078613281,23.365331649780273,12.294048309326172,10.343714714050293,21.023338317871094,4.934141159057617,11.448176383972168,5.356546878814697,13.459723472595215
1998-03-12,521.6945190429688,17.285512924194336,18.59978485107422,154.5185546875,6.8177571296691895,67.23031616210938,13.107771873474121,24.747201919555664,10.9033203125,18.495332717895508,17.64810562133789,31.887022018432617,23.680469512939453,12.455940246582031,10.432372093200684,20.567951202392578,5.1423468589782715,11.971954345703125,5.336827278137207,13.604452133178711
1998-03-19,525.0655517578125,17.801958084106445,18.230606079101562,159.29751586914062,7.4613237380981445,69.18132019042969,12.532655715942383,25.82847785949707,10.7705717086792,18.093595504760742,17.972461700439453,29.789587020874023,23.41036033630371,13.532028198242188,11.1712064743042,20.719749450683594,5.617691516876221,12.383491516113281,5.226448059082031,14.262313842773438
1998-03-26,523.768798828125,17.771577835083008,18.436901092529297,151.96986389160156,7.434507846832275,72.92511749267578,13.323433876037598,25.447750091552734,10.974122047424316,18.139955520629883,19.019250869750977,28.90806007385254,23.387840270996094,13.770096778869629,11.681005477905273,21.26620864868164,5.405551910400391,12.136568069458008,5.423921585083008,14.512295722961426
1998-04-02,518.064453125,18.04499053955078,18.157339096069336,171.4041290283203,7.320542335510254,72.6614990234375,13.071822166442871,25.462976455688477,10.274961471557617,18.217201232910156,18.414772033691406,31.613452911376953,23.016435623168945,13.551074981689453,11.673614501953125,20.962621688842773,5.209129810333252,11.500558853149414,5.265942573547363,13.920223236083984
1998-04-09,553.8465576171875,19.53354835510254,17.754079818725586,165.03219604492188,7.581985950469971,73.03057861328125,13.850619316101074,26.742218017578125,10.602415084838867,17.69186782836914,18.090415954589844,31.491844177246094,22.239839553833008,13.922466278076172,11.533236503601074,20.158117294311523,5.0558576583862305,11.136566162109375,5.6740546226501465,14.45966911315918
1998-04-16,581.5907592773438,19.077861785888672,18.60418701171875,166.30665588378906,7.897071361541748,71.87054443359375,13.599007606506348,27.96052360534668,11.9033784866333,17.6455078125,17.869253158569336,34.7443733215332,21.54201889038086,15.065208435058594,13.550260543823242,20.400991439819336,5.324872016906738,11.792546272277832,5.509496212005615,15.354351043701172
1998-04-23,533.3628540039062,17.93866539001465,18.04835319519043,154.67784118652344,7.7227678298950195,69.44497680664062,12.904077529907227,28.158512115478516,11.345827102661133,17.104713439941406,17.382728576660156,33.31570053100586,20.88922882080078,13.789139747619629,13.313826560974121,19.85381317138672,5.103334903717041,11.121484756469727,5.193535804748535,15.354351043701172
1998-04-30,528.6952514648438,17.96904182434082,18.702285766601562,152.6070098876953,8.151814460754395,70.07770538330078,13.299470901489258,28.569705963134766,11.527183532714844,17.135608673095703,17.928220748901367,32.13020324707031,20.799190521240234,13.160633087158203,12.848367691040039,20.03653335571289,5.411905288696289,11.641744613647461,5.25936222076416,15.670116424560547
1998-05-07,538.807861328125,18.409528732299805,19.11642837524414,157.39158630371094,8.151814460754395,71.39601135253906,13.622977256774902,29.752206802368164,12.014122009277344,17.90818214416504,18.223098754882812,33.37649154663086,21.13685417175293,13.246339797973633,13.047868728637695,20.188779830932617,4.818495273590088,11.121484756469727,5.700384140014648,15.499078750610352
1998-05-14,533.6218872070312,18.8348445892334,19.69405746459961,165.69212341308594,8.433370590209961,72.29237365722656,13.970438003540039,30.148900985717773,10.907445907592773,17.59914779663086,18.827590942382812,33.32463836669922,21.710851669311523,13.065404891967773,13.358710289001465,20.706436157226562,5.008388042449951,11.129033088684082,5.779374122619629,15.083608627319336
1998-05-21,515.471435546875,18.272823333740234,19.34528923034668,155.95486450195312,8.346222877502441,70.65775299072266,14.23403263092041,29.355504989624023,10.52674388885498,17.226173400878906,18.45900535583496,31.64771842956543,21.395706176757812,13.10349178314209,12.78883171081543,20.17357063293457,4.810582637786865,10.948064804077148,5.726713180541992,14.898366928100586
1998-05-28,521.4349975585938,18.12093734741211,18.593290328979492,159.6262969970703,8.004329681396484,68.60131072998047,14.76121711730957,27.799251556396484,9.340383529663086,16.807533264160156,18.739133834838867,29.818374633789062,20.270206451416016,12.84637451171875,12.181958198547363,20.904369354248047,4.905527591705322,11.468326568603516,5.897856712341309,14.60728645324707
1998-06-04,569.49072265625,19.067750930786133,19.835752487182617,162.49952697753906,8.487001419067383,71.92323303222656,15.791630744934082,28.623157501220703,9.712224960327148,18.063444137573242,19.16668701171875,30.91600227355957,22.801666259765625,13.10349178314209,12.981266975402832,21.147979736328125,5.095420837402344,11.596502304077148,6.240143299102783,14.567588806152344
1998-06-11,551.8484497070312,18.50289535522461,19.98833656311035,158.34922790527344,8.654596328735352,73.87423706054688,15.791417121887207,27.097394943237305,9.809612274169922,18.420059204101562,18.945545196533203,31.403820037841797,23.095449447631836,13.874848365783691,13.292102813720703,21.72653579711914,5.0321245193481445,11.483406066894531,6.154572486877441,15.03069019317627
1998-06-18,579.3499145507812,18.930355072021484,20.075523376464844,160.1051483154297,9.418825149536133,75.77253723144531,16.295015335083008,27.341524124145508,10.960563659667969,19.288352966308594,19.881608963012695,33.20267868041992,23.728199005126953,15.988927841186523,13.033064842224121,22.137617111206055,5.0321245193481445,11.159189224243164,6.340921401977539,15.335003852844238
1998-06-25,606.851318359375,19.52574920654297,20.34798812866211,161.2226104736328,10.142838478088379,76.9325942993164,16.306997299194336,28.501075744628906,10.650691986083984,18.171979904174805,20.26564598083496,31.495283126831055,24.07282066345215,16.665061950683594,12.692623138427734,22.487794876098633,5.016298770904541,11.204423904418945,6.380467891693115,15.440852165222168
1998-07-02,617.4890747070312,21.250844955444336,21.03849983215332,176.86590576171875,10.109322547912598,78.72541046142578,18.36935806274414,28.073867797851562,11.093364715576172,18.125465393066406,20.60537338256836,32.83680725097656,24.157575607299805,16.741241455078125,13.440118789672852,22.396448135375977,5.000474452972412,11.309983253479004,6.62434720993042,15.49377155303955
1998-07-09,619.8239135742188,21.006582260131836,21.224382400512695,179.73919677734375,10.25009536743164,79.62080383300781,18.105566024780273,28.562110900878906,11.934439659118652,18.823192596435547,20.753084182739258,30.79403305053711,24.699934005737305,17.883989334106445,13.736153602600098,22.24419593811035,5.055302143096924,10.901887893676758,6.94732141494751,15.162994384765625
1998-07-16,601.9218139648438,20.456993103027344,21.016633987426758,176.86590576171875,10.565176963806152,77.34593963623047,17.721874237060547,31.110130310058594,11.668839454650879,19.25733184814453,19.822525024414062,33.7819709777832,22.620895385742188,17.78876304626465,13.78056812286377,21.224098205566406,5.406145095825195,11.14516544342041,7.072560787200928,15.202690124511719
1998-07-23,620.602294921875,19.38834571838379,20.109041213989258,169.20391845703125,10.082505226135254,75.75879669189453,16.23505973815918,31.21692657470703,11.987564086914062,19.458906173706055,19.349851608276367,32.409969329833984,22.29319953918457,16.865041732788086,12.922053337097168,21.537256240844727,5.29451322555542,11.14516544342041,6.420016765594482,14.964523315429688
1998-07-30,579.8690185546875,18.74716567993164,18.796863555908203,160.26480102539062,10.377473831176758,73.43101501464844,15.5875825881958,31.430538177490234,11.916733741760254,18.590621948242188,18.995351791381836,33.17219161987305,21.897747039794922,15.89370059967041,12.537205696105957,19.933408737182617,5.023409366607666,10.430537223815918,6.433196544647217,14.011878967285156
1998-08-06,573.2529296875,17.724302291870117,19.070236206054688,151.4518585205078,10.571881294250488,75.65301513671875,16.690690994262695,31.247451782226562,12.133655548095703,18.62162971496582,18.832874298095703,33.477081298828125,22.64348793029785,16.007976531982422,12.07805061340332,19.459897994995117,4.951645851135254,10.096028327941895,6.960510730743408,14.197118759155273
1998-08-13,589.2090454101562,17.800636291503906,19.20145606994629,148.8930206298828,10.860147476196289,77.2401351928711,16.81060028076172,31.774736404418945,12.691631317138672,18.83870506286621,18.596540451049805,36.512725830078125,23.67171859741211,16.845993041992188,12.930706024169922,19.612655639648438,5.103143215179443,10.52176570892334,6.749586582183838,15.069128036499023
1998-08-20,558.8533935546875,16.915178298950195,19.70445442199707,139.77716064453125,11.114886283874512,76.55238342285156,17.506044387817383,32.00396728515625,11.761678695678711,19.134431838989258,18.714704513549805,37.735923767089844,24.112377166748047,17.150728225708008,12.812073707580566,20.254194259643555,5.143014430999756,10.460945129394531,7.283488750457764,14.989245414733887
1998-08-27,503.2015380859375,14.35042667388916,18.0970458984375,113.86876678466797,9.8277587890625,68.03478240966797,15.203886985778809,29.46689224243164,10.610308647155762,18.092138290405273,15.184473037719727,33.8828125,21.694353103637695,15.322331428527832,11.87044620513916,19.261337280273438,4.744328022003174,10.126443862915039,6.3211445808410645,13.631431579589844
1998-09-03,508.2377624511719,13.216652870178223,18.87340545654297,102.5138931274414,9.740610122680664,67.87610626220703,15.743844985961914,30.200504302978516,11.513693809509277,19.072195053100586,14.800421714782715,35.68705749511719,22.959379196166992,15.579442977905273,11.648016929626465,17.565847396850586,4.93569803237915,10.612996101379395,6.439789295196533,14.629827499389648
1998-09-10,516.8060913085938,14.507573127746582,18.293867111206055,110.35030364990234,10.397582054138184,67.61155700683594,16.271848678588867,31.912263870239258,12.053950309753418,19.134431838989258,14.756109237670898,37.91939926147461,24.559598922729492,16.484127044677734,12.040979385375977,17.107614517211914,5.158958911895752,10.795453071594238,6.637528896331787,14.869444847106934
