Date,AIG,BAC,C,CSCO,CVX,GE,IBM,INTC,JNJ,KO,LLY,MRK,MSFT,PEP,PFE,PG,VZ,WFC,WMT,XOM
2002-01-01,871.8848266601562,17.470739364624023,252.1112518310547,12.742569923400879,16.733428955078125,98.8002700805664,53.60620880126953,19.981889724731445,29.84804916381836,10.868721008300781,38.3416748046875,22.71854591369629,19.414505004882812,26.24599266052246,15.26777172088623,21.123821258544922,12.36008358001709,11.883082389831543,12.864495277404785,17.84794807434082
2002-02-01,869.7687377929688,17.725740432739258,241.48931884765625,9.183658599853516,16.861223220825195,102.39058685302734,48.751888275146484,16.280908584594727,31.60748863220215,11.77299976348877,38.66331481933594,23.543916702270508,17.778087615966797,26.46084213256836,15.007624626159668,22.033226013183594,12.576347351074219,12.082432746887207,13.29989242553711,18.876323699951172
2002-03-01,848.7422485351562,19.03331756591797,264.2773742675781,10.895543098449707,18.179838180541992,99.92932891845703,51.7415657043457,17.351808547973633,33.81423568725586,12.982840538024902,39.06313705444336,22.10434913635254,18.378414154052734,26.984811782836914,14.606731414794922,23.41046905517578,12.388232231140137,12.726486206054688,13.147605895996094,20.151744842529297
2002-04-01,813.2113647460938,20.281314849853516,231.08251953125,9.428213119506836,17.462867736816406,84.2987060546875,41.671875,16.32474136352539,33.24676513671875,13.847825050354004,33.85983657836914,20.979331970214844,15.92531681060791,27.27289581298828,13.360713005065918,23.454639434814453,10.778572082519531,13.177321434020996,11.995018005371094,18.468990325927734
2002-05-01,787.9161987304688,21.213119506835938,230.44216918945312,10.155442237854004,17.571626663208008,83.20317077636719,40.02509307861328,15.759834289550781,31.94001007080078,13.860295295715332,33.16778564453125,22.044893264770508,15.513935089111328,27.314910888671875,12.717488288879395,23.367502212524414,11.654457092285156,13.499350547790527,11.617079734802246,18.358644485473633
2002-06-01,802.740234375,19.688093185424805,207.65049743652344,8.977721214294434,17.963239669799805,77.61893463134766,35.89146423339844,10.432262420654297,27.300004959106445,13.970064163208008,29.052038192749023,19.55084800720215,16.668859481811523,25.328575134277344,12.909419059753418,23.302274703979492,10.882013320922852,12.967284202575684,11.81249713897705,18.922603607177734
2002-07-01,752.533935546875,18.75926971435547,179.73153686523438,8.48861312866211,15.22308349609375,86.57463836669922,35.0938720703125,10.729191780090332,27.477615356445312,12.504615783691406,30.092561721801758,19.272764205932617,14.621062278747559,22.630037307739258,11.93199348449707,23.401704788208008,8.944122314453125,13.174520492553711,10.574142456054688,16.998891830444336
2002-08-01,739.3480834960938,19.769168853759766,175.4981231689453,8.894057273864746,15.553932189941406,81.06289672851562,37.57635498046875,9.518656730651855,28.37091064453125,12.770030975341797,29.901966094970703,19.630247116088867,14.956269264221191,20.843456268310547,12.201247215270996,23.43051528930664,8.486063957214355,13.519030570983887,11.49868106842041,16.393112182617188
2002-09-01,643.9860229492188,17.997615814208984,171.302490234375,6.744551658630371,14.18426513671875,66.27530670166016,29.13144874572754,7.940763473510742,28.354610443115234,12.008834838867188,28.65920066833496,17.76124382019043,13.328991889953613,19.473217010498047,10.747721672058105,23.62344741821289,7.511531829833984,12.546833038330078,10.587043762207031,14.84633731842041
2002-10-01,736.9856567382812,19.867761611938477,213.47804260253906,7.195046901702881,13.852441787719727,68.36360931396484,39.43811798095703,9.890226364135742,30.803136825561523,11.684103965759277,28.7420711517334,21.23539924621582,16.294038772583008,23.332473754882812,11.766192436218262,23.377666473388672,10.336564064025879,13.148649215698242,11.529666900634766,15.665445327758789
2002-11-01,767.6201171875,19.947463989257812,225.72433471679688,9.601978302001953,13.729544639587402,73.4265365600586,43.42488098144531,11.936871528625488,29.89606475830078,11.472935676574707,35.370872497558594,23.259490966796875,17.576967239379883,22.475360870361328,11.677313804626465,22.443357467651367,11.602266311645508,12.038810729980469,11.605025291442871,16.196014404296875
2002-12-01,681.6088256835938,19.80230140686035,204.3013458251953,8.43068790435791,13.76175594329834,65.92684936523438,38.789939880371094,8.910701751708984,28.256433486938477,11.069544792175293,33.05198669433594,22.16327667236328,15.754666328430176,22.33780860900879,11.365787506103516,22.81770896911621,10.735135078430176,12.279555320739746,10.875130653381348,16.368389129638672
