Date,AAPL,AIG,BAC,C,CSCO,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,MSFT,PFE,PG,T,VZ,WMT,XOM
2007-01-01,2.548353910446167,862.05517578125,35.97114562988281,365.5591735839844,18.322263717651367,33.46451187133789,113.99736022949219,12.092001914978027,50.64738845825195,12.613505363464355,37.97385025024414,29.014129638671875,13.415176391601562,20.918699264526367,10.87656021118164,36.48049545288086,6.523799419403076,12.805777549743652,10.66837215423584,37.57733917236328
2007-01-08,2.835099935531616,860.7230834960938,36.06576156616211,362.9559631347656,18.611875534057617,33.3696174621582,114.99894714355469,12.53404426574707,51.645565032958984,13.229238510131836,37.98525619506836,29.342105865478516,13.495792388916016,22.026742935180664,11.017168998718262,37.34223937988281,6.671713829040527,12.788646697998047,10.80119514465332,37.27977752685547
2007-01-15,2.651726245880127,864.3561401367188,36.20763397216797,363.7570495605469,17.18316078186035,34.304080963134766,112.14592742919922,12.15554141998291,49.99751663208008,12.446120262145996,38.623687744140625,29.812885284423828,13.415176391601562,21.956165313720703,11.257033348083496,37.968414306640625,6.83158016204834,12.901018142700195,10.875483512878418,37.72613525390625
2007-01-22,2.558241844177246,830.6878662109375,35.16039276123047,364.8917236328125,16.957914352416992,33.91511154174805,109.47509002685547,12.306693077087402,50.66299819946289,12.272761344909668,37.660362243652344,30.387630462646484,13.295648574829102,21.59622573852539,10.872422218322754,37.44037628173828,7.090662002563477,13.10189437866211,10.731406211853027,37.767189025878906
2007-01-29,2.539364814758301,836.5012817382812,35.63334274291992,364.824951171875,17.46632957458496,35.11992645263672,110.08211517333984,11.950776100158691,51.55720520019531,12.6912202835083,37.9510498046875,31.139667510986328,13.409618377685547,21.306873321533203,11.083341598510742,37.717430114746094,7.425717830657959,13.219643592834473,10.823704719543457,38.757423400878906
2007-02-05,2.4950201511383057,834.9268798828125,35.802242279052734,359.94073486328125,17.83316421508789,34.77839279174805,107.83616638183594,11.464058876037598,51.2348747253418,12.571660995483398,37.39244079589844,30.827844619750977,13.276187896728516,20.452903747558594,10.909649848937988,37.1921501159668,7.188066482543945,13.056867599487305,10.798944473266602,38.59324645996094
2007-02-12,2.541761875152588,842.4354858398438,36.51842498779297,364.6591796875,17.710886001586914,33.58781814575195,108.86805725097656,11.663856506347656,51.61869812011719,12.759132385253906,37.341156005859375,31.33534049987793,13.306772232055664,20.283517837524414,10.995410919189453,37.56159973144531,7.301044464111328,13.333937644958496,10.913753509521484,38.79364776611328
2007-02-19,2.668804407119751,833.1101684570312,35.714412689208984,362.434814453125,17.70445442199707,33.953575134277344,106.53102111816406,11.680736541748047,50.96166229248047,12.476666450500488,36.56593704223633,31.2008113861084,13.137202262878418,20.467161178588867,10.711113929748535,37.41728210449219,7.207542896270752,13.302769660949707,11.159131050109863,38.75760269165039
2007-02-26,2.5591397285461426,842.1931762695312,33.78883743286133,336.82098388671875,16.28217124938965,31.9088077545166,106.66464233398438,10.887988090515137,47.4001350402832,11.551127433776855,35.51753616333008,29.46438217163086,12.756378173828125,19.659805297851562,10.364112854003906,36.459049224853516,7.098454475402832,12.634339332580566,10.76292610168457,36.073097229003906
2007-03-05,2.6358466148376465,838.5734252929688,34.80764389038086,339.2475891113281,16.784156799316406,32.71144104003906,104.98228454589844,11.242415428161621,48.64118194580078,11.479016304016113,35.62646484375,29.84958267211914,13.223376274108887,19.326946258544922,10.623319625854492,35.881797790527344,7.119882106781006,12.623952865600586,10.675129890441895,36.645050048828125
2007-03-12,2.6843855381011963,811.8632202148438,33.899024963378906,333.85516357421875,16.726232528686523,32.52510452270508,105.10464477539062,10.941847801208496,48.625553131103516,11.509063720703125,34.69193649291992,28.75513458251953,13.123305320739746,19.355281829833984,10.447724342346191,35.56428909301758,7.203647136688232,12.578925132751465,10.402731895446777,35.99582290649414
2007-03-19,2.8021399974823,827.0394287109375,35.31319808959961,348.6168212890625,16.85494041442871,35.210052490234375,109.57066345214844,11.462569236755371,49.553749084472656,11.581184387207031,34.69193649291992,29.666147232055664,13.452190399169922,19.84393882751465,10.727834701538086,36.82848358154297,7.5737624168396,13.202330589294434,10.837060928344727,38.65454864501953
2007-03-26,2.783862352371216,816.11279296875,34.855464935302734,346.055419921875,16.430191040039062,35.33427429199219,108.16352081298828,11.371479988098145,49.152217864990234,11.497042655944824,34.5485954284668,29.580554962158203,13.43819522857666,19.737699508666992,10.560608863830566,36.459049224853516,7.680900573730469,13.133065223693848,10.619908332824707,38.87608337402344
2007-04-02,2.836897850036621,816.234375,34.739315032958984,347.6058044433594,16.77128028869629,36.122554779052734,107.12352752685547,11.702826499938965,50.33069610595703,11.767489433288574,35.28820037841797,29.81900978088379,13.863733291625977,20.219295501708984,10.803095817565918,36.366676330566406,7.649735450744629,13.160768508911133,10.91849422454834,39.78811264038086
2007-04-09,2.7038612365722656,812.3489379882812,34.445552825927734,347.8078918457031,17.1702880859375,36.7913932800293,108.22479248046875,11.57326602935791,49.501609802246094,12.296365737915039,35.74686050415039,30.227703094482422,13.964524269104004,20.261781692504883,11.15009880065918,36.58604049682617,7.657721042633057,13.088935852050781,10.723965644836426,39.88601303100586
2007-04-16,2.7257347106933594,844.1578369140625,34.86912155151367,360.0755920410156,17.369800567626953,37.47934341430664,107.46001434326172,11.975101470947266,49.31909942626953,13.3180570602417,37.3349723815918,32.352073669433594,14.583242416381836,20.55214500427246,11.275516510009766,36.82848358154297,7.8607964515686035,13.270965576171875,11.255525588989258,41.09684753417969
2007-04-23,2.9939024448394775,851.5642700195312,34.68467330932617,359.7386169433594,17.395536422729492,37.30259704589844,112.69073486328125,11.888976097106934,52.75547790527344,13.143768310546875,36.790313720703125,32.358238220214844,14.574833869934082,21.331174850463867,11.125008583068848,36.355140686035156,7.618289470672607,13.263960838317871,10.934326171875,41.406005859375
