Date,AAPL,BAC,BRK-A,C,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,MSFT,ORCL,PFE,PG,T,WFC,WMT,XOM
2010-01-01,5.754694938659668,11.707448959350586,114600.0,24.50675392150879,37.643096923828125,55.707340240478516,13.153050422668457,66.9641342163086,12.56115436553955,39.073402404785156,25.667926788330078,16.46933937072754,21.011980056762695,18.510513305664062,9.069598197937012,38.12746810913086,5.921872138977051,18.666645050048828,12.743021965026855,35.06238555908203
2010-02-01,6.131031036376953,12.848884582519531,119800.0,25.097278594970703,37.737064361572266,55.63806915283203,13.075117111206055,69.573974609375,13.292808532714844,39.16044235229492,27.698448181152344,16.004859924316406,21.377328872680664,19.826791763305664,8.530091285705566,39.48057174682617,5.908977508544922,17.950969696044922,12.895663261413574,35.372562408447266
2010-03-01,7.041304111480713,13.766660690307617,121800.0,29.895288467407227,39.95835876464844,63.44544219970703,14.075855255126953,70.48419952392578,14.547822952270508,40.838043212890625,29.533119201660156,16.6970272064209,21.9417667388916,20.679397583007812,8.414392471313477,39.474334716796875,6.154292106628418,20.468400955200195,13.26056957244873,36.687862396240234
2010-04-01,7.823042392730713,13.759593963623047,115325.0,32.25738525390625,42.91450500488281,65.74617004394531,13.047816276550293,70.8963851928711,14.906789779663086,40.274322509765625,28.101024627685547,16.359275817871094,22.878154754638672,20.808086395263672,8.203420639038086,38.78181076049805,6.206689357757568,21.777278900146484,12.865213394165039,37.120574951171875
2010-05-01,7.696898460388184,12.146723747253418,105910.0,29.230947494506836,38.925533294677734,56.99631118774414,12.053282737731934,68.84089660644531,13.980008125305176,36.516239166259766,26.150348663330078,15.731836318969727,19.327320098876953,18.188596725463867,7.4723711013793945,38.407569885253906,5.912475109100342,18.87013053894043,12.126495361328125,33.1165885925293
2010-06-01,7.5365986824035645,11.089479446411133,120000.0,27.754638671875,36.09248352050781,50.26830291748047,11.043608665466309,68.21053314208984,12.783797264099121,37.33013153076172,24.188091278076172,15.340076446533203,17.315059661865234,17.294055938720703,7.070192337036133,37.70969772338867,5.8857102394104,16.863357543945312,11.596266746520996,31.472009658813477
2010-07-01,7.707981586456299,10.841840744018555,117000.0,30.264360427856445,40.5335693359375,56.551300048828125,12.033921241760254,70.9283218383789,13.539650917053223,36.7170295715332,26.61284828186035,17.010042190551758,19.422061920166016,19.050874710083008,7.437084197998047,38.45157241821289,6.311506271362305,18.266443252563477,12.348926544189453,32.91133117675781
2010-08-01,7.284005165100098,9.621743202209473,118675.0,27.38555908203125,39.400691986083984,50.79795455932617,11.16944694519043,68.01716613769531,11.61386775970459,36.04070281982422,24.055776596069336,17.247709274291992,17.66119956970215,17.638042449951172,7.888270378112793,37.80839920043945,6.730030536651611,15.512965202331543,12.095627784729004,32.59699630737305
2010-09-01,8.502001762390137,10.115960121154785,124500.0,28.86187171936035,43.51094436645508,57.00737380981445,13.050049781799316,74.4662857055664,12.715752601623535,39.532466888427734,25.180490493774414,18.06256103515625,18.52705955505371,21.684123992919922,8.607808113098145,37.998477935791016,7.120937824249268,16.576637268066406,12.986358642578125,34.318756103515625
2010-10-01,9.018265724182129,8.848912239074707,119300.0,30.78107261657715,44.34303283691406,56.61628341674805,15.231966018676758,79.7178955078125,13.278682708740234,40.66816329956055,24.8960018157959,19.070186614990234,20.17626190185547,23.72736167907715,8.73314094543457,40.2795295715332,7.101017475128174,17.196949005126953,13.144085884094238,36.92916488647461
2010-11-01,9.322992324829102,8.462495803833008,120200.0,31.00251579284668,43.46799087524414,55.944801330566406,13.792661666870117,78.5299072265625,14.013813972473145,39.27088165283203,24.775753021240234,19.645524978637695,19.109582901000977,21.885820388793945,8.171653747558594,38.99295425415039,7.052840232849121,17.955833435058594,13.124670028686523,38.63428497314453
2010-12-01,9.664870262145996,10.309561729431152,120450.0,34.91474151611328,49.405914306640625,64.63870239257812,14.742267608642578,81.83415985107422,14.036755561828613,39.80187225341797,28.10127067565918,20.595457077026367,21.244083404541016,25.324430465698242,8.869017601013184,41.07444763183594,7.456367492675781,20.48969268798828,13.085843086242676,40.86725997924805
