Date,AIG,BA,BMY,DIS,GE,IBM,JNJ,KO,LLY,MCD,MMM,MRK,PEP,PFE,PG,SLB,T,VZ,WMT,XOM
1989-01-01,69.83111572265625,7.411953926086426,2.8319547176361084,4.397940158843994,7.946967601776123,12.114239692687988,2.3701834678649902,1.1980236768722534,4.351324081420898,3.146354913711548,4.799257278442383,3.1356420516967773,2.686306953430176,0.6818961501121521,2.2732672691345215,3.897711753845215,0.827447772026062,2.9624993801116943,0.8410568237304688,3.2644386291503906
1989-02-01,66.53385925292969,7.236525535583496,2.778083562850952,4.345715522766113,7.515734672546387,11.267983436584473,2.2279093265533447,1.2236510515213013,4.333945274353027,3.055595874786377,4.56279993057251,3.069563388824463,2.6368672847747803,0.6587543487548828,2.207051992416382,3.8300411701202393,0.8446202874183655,2.888436794281006,0.7943317294120789,3.0884580612182617
1989-03-01,74.64811706542969,8.032605171203613,2.8935177326202393,4.609981060028076,7.310388088226318,10.206932067871094,2.3608124256134033,1.3133413791656494,4.801914215087891,3.116990566253662,4.739305019378662,3.123626470565796,2.933515787124634,0.6871366500854492,2.303551197052002,4.14956521987915,0.86882084608078,3.011875867843628,0.8099068403244019,3.1258318424224854
1989-04-01,76.41705322265625,8.930023193359375,2.98586368560791,4.9990386962890625,8.10170841217041,10.674600601196289,2.5006415843963623,1.399787187576294,5.041134834289551,3.336925506591797,5.057614803314209,3.3010358810424805,3.155832529067993,0.7394185662269592,2.381373167037964,4.299712657928467,0.931744396686554,3.29331111907959,0.8985868692398071,3.0723984241485596
1989-05-01,77.2425308227539,9.459641456604004,3.1113088130950928,5.469761848449707,9.054858207702637,10.253698348999023,2.5689263343811035,1.490095853805542,5.169494152069092,3.6175289154052734,5.146034240722656,3.355452060699463,3.586550235748291,0.7289615869522095,2.5810110569000244,4.299712657928467,1.0190508365631104,3.4813759326934814,0.9453883171081543,3.0723984241485596
1989-06-01,77.35558319091797,8.524016380310059,2.979079484939575,5.56533670425415,8.557565689086914,10.578951835632324,2.505272388458252,1.4546165466308594,5.11991024017334,3.558663845062256,5.084066867828369,3.2534542083740234,3.528567314147949,0.6915624141693115,2.7223081588745117,4.373462200164795,1.006713628768921,3.5064234733581543,0.9516285061836243,3.175959825515747
1989-07-01,89.0474624633789,9.300945281982422,3.033607006072998,6.322577953338623,9.769851684570312,10.874451637268066,2.7930843830108643,1.765007734298706,5.988883972167969,3.7867839336395264,5.423004627227783,3.6973841190338135,4.135461330413818,0.7834692597389221,2.998619556427002,4.662276744842529,1.1226820945739746,3.8420352935791016,1.0810381174087524,3.302276849746704
1989-08-01,89.51988220214844,9.722711563110352,3.104339361190796,6.919239521026611,9.623726844787598,11.075394630432129,2.7407546043395996,1.7260735034942627,5.800995826721191,3.513038396835327,5.637068748474121,3.5696778297424316,3.9274418354034424,0.8425174355506897,3.2501535415649414,4.882327079772949,1.0814483165740967,3.9619715213775635,1.0560435056686401,3.1579151153564453
1989-09-01,96.96016693115234,10.180719375610352,3.3165335655212402,7.117980480194092,9.435839653015137,10.441559791564941,2.8811428546905518,1.7390506267547607,5.891548156738281,3.628925085067749,5.404687881469727,3.707617998123169,3.9191181659698486,0.834913969039917,3.0351624488830566,4.7355523109436035,1.1416683197021484,4.048213958740234,1.0261313915252686,3.272783041000366
1989-10-01,97.91091918945312,10.046768188476562,3.3502893447875977,7.294643402099609,9.31570816040039,9.58138370513916,2.914033889770508,1.888637900352478,5.867929935455322,3.7814033031463623,5.152889251708984,3.8116261959075928,4.14470100402832,0.822747528553009,3.2659623622894287,4.721707820892334,1.1140682697296143,4.149672985076904,1.0386457443237305,3.3642020225524902
1989-11-01,103.70514678955078,10.716553688049316,3.5328876972198486,7.603693008422852,10.430228233337402,9.330500602722168,2.973233938217163,2.0158512592315674,6.328396320343018,4.010117053985596,5.539581775665283,3.8605713844299316,4.2449750900268555,0.9018285870552063,3.300041913986206,5.164797306060791,1.1514497995376587,4.2267231941223145,1.0918294191360474,3.455620765686035
1989-12-01,97.91091918945312,10.66203784942627,3.556706666946411,6.601658344268799,10.85080623626709,9.106172561645508,3.140974760055542,2.02463436126709,6.504662036895752,4.218254566192627,5.778593063354492,3.793271780014038,4.278401851654053,0.8521961569786072,3.580355167388916,5.4417314529418945,1.3017501831054688,4.565267562866211,1.1231143474578857,3.7049355506896973
