Date,AAPL,BAC,BRK-A,C,CVX,DIS,GOOGL,INTC,JNJ,JPM,KO,META,MSFT,ORCL,PFE,PG,VZ,WFC,WMT,XOM
2014-01-01,16.735031127929688,12.925244331359863,174195.0,40.111629486083984,74.58364868164062,68.64048767089844,28.266380310058594,19.030059814453125,67.1933822631836,41.78886795043945,27.526573181152344,57.46900939941406,30.14008140563965,31.508174896240234,17.421791076660156,57.21086502075195,25.859397888183594,32.27104949951172,20.6448974609375,60.913177490234375
2014-01-08,16.93180274963379,13.136748313903809,172250.0,39.941349029541016,71.30380249023438,66.94111633300781,28.527976989746094,19.714221954345703,67.49982452392578,41.643882751464844,27.04951286315918,57.29042053222656,29.618568420410156,31.909048080444336,17.569135665893555,56.82439041137695,24.694944381713867,32.40610122680664,20.515954971313477,59.73794937133789
2014-01-15,17.014848709106445,13.324747085571289,172500.0,38.386627197265625,71.77490234375,66.7163314819336,28.88290786743164,19.030059814453125,67.00811767578125,41.95399475097656,27.206266403198242,58.054412841796875,29.94141387939453,31.825536727905273,17.699491500854492,56.33955764770508,25.292055130004883,33.05295181274414,19.958049774169922,59.364280700683594
2014-01-22,15.69566822052002,13.105414390563965,169212.0,36.72087860107422,69.67579650878906,65.52945709228516,27.872982025146484,18.516942977905273,64.20747375488281,40.20140838623047,26.490659713745117,54.710662841796875,30.0241756439209,30.982086181640625,17.240428924560547,55.58771514892578,25.11178207397461,32.66911315917969,19.650148391723633,57.646636962890625
2014-01-29,15.76662826538086,12.80774211883545,164817.0,34.633113861083984,66.0918197631836,63.8840446472168,28.249004364013672,17.71379280090332,61.72755813598633,39.63163757324219,25.543365478515625,62.26140594482422,30.090402603149414,30.030080795288086,17.818513870239258,53.870140075683594,24.825450897216797,31.82322883605957,19.13962745666504,54.25352478027344
2014-02-05,16.60858917236328,13.222914695739746,170515.0,36.77293395996094,67.73175811767578,69.94426727294922,29.540136337280273,18.197168350219727,66.25270080566406,41.42029571533203,26.33391761779785,64.34506225585938,30.76919937133789,31.600051879882812,18.067882537841797,55.817073822021484,25.032243728637695,32.676204681396484,19.684362411499023,54.74770736694336
2014-02-12,17.02068328857422,12.901744842529297,172292.0,36.56557846069336,67.21292114257812,71.55369567871094,30.05390739440918,18.58841323852539,65.68262481689453,42.18478775024414,25.536542892456055,66.77598571777344,30.976152420043945,31.708616256713867,18.21854019165039,55.201141357421875,24.380062103271484,33.01113510131836,19.82383918762207,57.09593200683594
2014-02-19,16.274688720703125,12.799905776977539,170721.0,35.83992385864258,69.16964721679688,72.12017059326172,30.28026580810547,18.483308792114258,64.92720794677734,41.131797790527344,25.74099349975586,69.3061294555664,31.30850601196289,31.942453384399414,18.22425651550293,55.30733108520508,24.544429779052734,32.97536849975586,19.302778244018555,58.45550537109375
2014-02-26,16.56086540222168,13.105414390563965,177989.0,36.158329010009766,69.38021087646484,73.4688720703125,30.1539306640625,18.47580337524414,66.99504852294922,41.29767608642578,26.109027862548828,68.2643051147461,32.03409194946289,32.911155700683594,18.681434631347656,55.54093933105469,25.398113250732422,33.44768142700195,19.77120590209961,58.582977294921875
2014-03-05,16.71205711364746,13.528421401977539,187101.0,35.86212921142578,68.89289093017578,72.87545013427734,29.783618927001953,18.56589126586914,67.10266876220703,41.968421936035156,26.442964553833008,69.5541763305664,31.70883560180664,32.4852409362793,18.52713394165039,55.89493942260742,24.761829376220703,34.21337127685547,19.715946197509766,57.05952072143555
2014-03-12,16.56585121154785,13.473810195922852,184860.0,35.64738082885742,69.9337158203125,73.72065734863281,30.063337326049805,18.63345718383789,67.42568969726562,41.87466812133789,26.170358657836914,68.65125274658203,32.984859466552734,32.435157775878906,18.247116088867188,56.475486755371094,24.761829376220703,34.635589599609375,19.80340576171875,57.484397888183594
2014-03-19,16.9895076751709,13.489485740661621,186587.0,37.24685287475586,70.44511413574219,71.5267562866211,28.75930404663086,19.11393928527832,69.894775390625,43.94459915161133,26.528833389282227,64.3847427368164,33.64372634887695,32.067710876464844,18.18425750732422,56.503807067871094,25.037546157836914,35.036338806152344,20.3596134185791,57.60578155517578
2014-03-26,16.8853816986084,13.591378211975098,187213.0,35.39561462402344,71.5942153930664,73.34300994873047,28.167844772338867,19.511829376220703,70.29667663574219,43.757076263427734,26.384584426879883,62.13241195678711,34.54445266723633,34.648162841796875,18.258543014526367,56.87904357910156,25.318565368652344,35.61598205566406,20.333126068115234,59.317359924316406
