Date,AAPL,BAC,BRK-A,C,CVX,DIS,GOOGL,INTC,JNJ,JPM,KO,META,MSFT,ORCL,PFE,PG,VZ,WFC,WMT,XOM
2014-04-02,16.317707061767578,12.885944366455078,184640.0,34.507022857666016,70.8722915649414,71.54473114013672,27.646997451782227,20.202516555786133,70.38285064697266,42.44443130493164,26.721168518066406,57.736907958984375,33.21002960205078,33.60429382324219,17.641357421875,57.5941276550293,25.562469482421875,34.94330596923828,20.706581115722656,59.14743423461914
2014-04-09,16.146873474121094,12.846755027770996,185640.0,35.77328872680664,72.3763427734375,69.82736206054688,27.210107803344727,20.097414016723633,71.20106506347656,39.77255630493164,27.60043716430664,58.62990188598633,33.15166091918945,33.277313232421875,17.081308364868164,57.2330207824707,25.155542373657227,34.90752029418945,20.362260818481445,59.89400100708008
2014-04-16,16.575204849243164,12.7683744430542,190720.0,35.55854034423828,74.6023941040039,71.43682098388672,27.051420211791992,20.149961471557617,71.90447235107422,40.50559997558594,27.964494705200195,62.539222717285156,33.3518180847168,33.88874053955078,17.71564292907715,57.52330017089844,25.691680908203125,35.229549407958984,20.542360305786133,60.91974639892578
2014-04-23,18.465280532836914,11.945362091064453,192545.0,35.662208557128906,75.78762817382812,70.7085189819336,26.596677780151367,19.879695892333984,72.51455688476562,40.716064453125,27.868322372436523,57.697227478027344,33.78549575805664,33.595577239990234,18.14996337890625,58.365806579589844,25.075122833251953,35.40129470825195,21.10121726989746,61.575233459472656
2014-04-30,18.530126571655273,11.545619010925293,187375.0,34.32931137084961,75.18596649169922,72.85749053955078,25.914318084716797,19.669485092163086,71.4235610961914,38.712921142578125,27.81336212158203,58.07426071166992,32.57619094848633,34.34941482543945,16.818431854248047,57.897239685058594,25.45041847229004,35.129356384277344,20.661548614501953,62.31571960449219
2014-05-07,18.509862899780273,11.780765533447266,191826.0,35.12157440185547,75.71540832519531,73.80157470703125,26.855045318603516,20.02779769897461,72.50735473632812,39.64191818237305,28.2392578125,59.36414337158203,33.710445404052734,35.08650207519531,16.686992645263672,58.23979568481445,25.654142379760742,35.64460372924805,20.960840225219727,62.127567291259766
2014-05-14,18.956514358520508,11.388855934143066,189201.0,34.477203369140625,73.69994354248047,72.91142272949219,26.79801368713379,19.717348098754883,71.95470428466797,38.988712310791016,27.87519073486328,58.104026794433594,33.32673263549805,34.81008529663086,16.86456298828125,57.25497817993164,26.08306121826172,35.28791427612305,20.171199798583984,61.51665496826172
2014-05-21,19.6123104095459,11.9296875,191300.0,35.232669830322266,74.53534698486328,75.29415130615234,28.50788116455078,20.22467041015625,72.35662078857422,40.019317626953125,28.005706787109375,62.9857177734375,33.75507736206055,35.103233337402344,17.07212257385254,57.14792251586914,26.60310173034668,36.433921813964844,20.144542694091797,61.93830490112305
2014-05-28,19.985666275024414,11.92185115814209,190417.0,35.69185256958008,74.35938262939453,75.42002868652344,27.49822998046875,20.944000244140625,74.05348205566406,40.35319137573242,28.081260681152344,62.38046646118164,33.83906173706055,35.01948547363281,17.060588836669922,57.04087829589844,26.42618751525879,36.823123931884766,20.443025588989258,61.34557342529297
2014-06-04,20.68190574645996,12.478362083435059,192306.0,36.53620529174805,76.05228424072266,76.20228576660156,28.182077407836914,21.383176803588867,75.23876953125,42.02246856689453,28.211772918701172,65.25788879394531,34.52778244018555,35.7314453125,17.008699417114258,57.19789123535156,26.549501419067383,37.90425109863281,20.419036865234375,61.999412536621094
2014-06-11,20.205734252929688,12.219697952270508,188990.0,35.395606994628906,78.16987609863281,74.77266693115234,27.30532455444336,22.677982330322266,73.67041015625,41.67409896850586,28.108734130859375,63.898563385009766,35.006507873535156,35.446659088134766,16.99717140197754,56.79112243652344,26.38329315185547,37.23395538330078,19.984643936157227,62.5860595703125
2014-06-18,19.81074333190918,12.14132022857666,190171.0,35.41042709350586,79.95378875732422,74.341064453125,28.392337799072266,23.094440460205078,75.59294128417969,41.67409896850586,28.963775634765625,65.20829010009766,35.06532669067383,34.14002227783203,16.893388748168945,56.384334564208984,26.42081642150879,37.83217239379883,20.245813369750977,62.77548599243164
2014-06-25,20.521718978881836,12.235405921936035,190500.0,35.151180267333984,79.20745849609375,77.74880981445312,29.332067489624023,23.45789337158203,76.5180435180664,41.782962799072266,29.268291473388672,67.53005981445312,35.16610336303711,34.14839172363281,17.343107223510742,56.57701873779297,26.469074249267578,37.99795150756836,20.061935424804688,61.93830490112305
2014-07-02,20.923288345336914,12.219720840454102,192400.0,35.12157440185547,78.81912994384766,77.20033264160156,28.682937622070312,23.31402015686035,76.40962219238281,40.75220489501953,29.026065826416016,62.271331787109375,35.090492248535156,33.97249984741211,17.383466720581055,57.490482330322266,26.14203643798828,37.659202575683594,20.42702865600586,62.8365592956543
2014-07-09,20.916704177856445,12.400114059448242,192776.0,36.506595611572266,78.43080139160156,77.46106719970703,29.409927368164062,24.01064109802246,74.64612579345703,42.58664321899414,29.13679313659668,66.64698028564453,35.653228759765625,34.05459976196289,17.533370971679688,57.990013122558594,27.480247497558594,37.0105094909668,20.47766876220703,62.56770324707031
2014-07-16,20.785043716430664,12.172660827636719,192640.0,36.73617935180664,80.44527435302734,77.51502990722656,29.931119918823242,26.342802047729492,74.06071472167969,42.87898254394531,28.507001876831055,68.73062896728516,37.65216064453125,33.962215423583984,17.579500198364258,57.162200927734375,27.62657356262207,37.0105094909668,20.424365997314453,63.27046203613281
2014-07-23,21.588184356689453,12.031485557556152,191158.0,36.60285186767578,80.34818267822266,77.50602722167969,29.454063415527344,25.88848114013672,73.69210052490234,42.857051849365234,27.9256534576416,73.13607025146484,36.8626594543457,34.13020324707031,17.14130973815918,56.57579803466797,28.163063049316406,37.147464752197266,20.104568481445312,63.27652359008789
2014-07-30,20.87281036376953,11.764816284179688,192499.0,35.46967315673828,75.82170867919922,78.00056457519531,28.42209243774414,24.851125717163086,72.14537811279297,40.971466064453125,27.115903854370117,72.12400817871094,36.18235397338867,33.56739044189453,16.380239486694336,57.12250518798828,26.911237716674805,36.325809478759766,19.5449275970459,60.00730895996094
2014-08-06,21.05933952331543,11.929522514343262,199562.0,35.884193420410156,77.11409759521484,78.41416931152344,28.371511459350586,25.252731323242188,72.73079681396484,41.18341827392578,27.461952209472656,72.26292419433594,36.551902770996094,33.51699447631836,16.332813262939453,58.56834030151367,26.46687126159668,35.878944396972656,19.77944564819336,60.18452835083008
2014-08-13,22.169696807861328,12.117756843566895,202600.0,36.8176155090332,77.44178009033203,81.0036849975586,29.610769271850586,26.175025939941406,74.41483306884766,42.067745208740234,28.55544662475586,74.70377349853516,38.072105407714844,34.78541564941406,16.833036422729492,59.48191833496094,26.39101791381836,36.9136962890625,20.08679962158203,61.219120025634766
2014-08-20,22.249088287353516,12.807960510253906,204577.0,38.61775207519531,78.4793930053711,80.94075012207031,29.16495132446289,26.52565574645996,74.76172637939453,43.66100311279297,28.790756225585938,75.3685531616211,38.039451599121094,35.14664077758789,16.990081787109375,59.978275299072266,26.689077377319336,37.42176055908203,20.25848388671875,61.3114128112793
2014-08-27,22.780567169189453,12.760904312133789,206740.0,38.49180603027344,78.04491424560547,81.64208984375,29.190242767333984,26.350332260131836,75.209228515625,43.60983657836914,28.818437576293945,76.08293914794922,38.1070671081543,34.995426177978516,17.0191593170166,59.6905403137207,26.970855712890625,37.42900848388672,20.320180892944336,60.603790283203125
2014-09-03,21.60955810546875,12.658942222595215,205305.0,37.97325134277344,76.60078430175781,80.56312561035156,29.355873107910156,26.609500885009766,75.5293960571289,43.16402053833008,29.026065826416016,76.07301330566406,39.51844787597656,34.19740676879883,17.001710891723633,59.697723388671875,26.49940299987793,37.06611251831055,20.585752487182617,59.92689895629883
2014-09-10,22.242467880249023,13.146404266357422,207745.0,38.788124084472656,76.46614074707031,81.16554260253906,29.197681427001953,26.624744415283203,77.04290008544922,43.84370040893555,28.818437576293945,75.48761749267578,39.51844787597656,34.60061264038086,17.478666305541992,60.4818000793457,26.53191566467285,37.96609878540039,20.47309112548828,59.9515380859375
2014-09-17,22.6350154876709,13.413893699645996,208445.0,39.14371109008789,75.30350494384766,79.40322875976562,29.316701889038086,26.236007690429688,78.19258117675781,44.53801345825195,29.202682495117188,77.6803970336914,39.34941101074219,32.6181640625,17.478666305541992,60.740753173828125,27.04672622680664,37.81367111206055,20.279935836791992,59.0900764465332
2014-09-24,22.218215942382812,13.413893699645996,206900.0,38.388099670410156,73.014892578125,80.05061340332031,29.179332733154297,26.540897369384766,77.55951690673828,44.02641677856445,29.739469528198242,78.42457580566406,39.180381774902344,32.15614700317383,17.19947624206543,60.237239837646484,27.090078353881836,37.646751403808594,20.513320922851562,57.87172317504883
2014-10-01,21.777162551879883,13.280147552490234,205035.0,37.980655670166016,70.99553680419922,78.32426452636719,28.469697952270508,25.511890411376953,74.50342559814453,43.31748962402344,30.617839813232422,75.69598388671875,38.47892379760742,32.30735778808594,16.745784759521484,59.82001876831055,26.922086715698242,37.07337951660156,20.7359676361084,57.453285217285156
2014-10-08,21.777162551879883,12.996923446655273,206025.0,38.12881851196289,67.17713928222656,75.65380096435547,27.209611892700195,24.498119354248047,70.58869171142578,42.667545318603516,30.422645568847656,73.01700592041016,36.95769119262695,32.407344818115234,16.5538387298584,60.100555419921875,26.13089370727539,35.440338134765625,20.918380737304688,55.71807098388672
2014-10-15,22.59752082824707,13.059864044189453,208330.0,37.980655670166016,70.42644500732422,78.71088409423828,26.68098258972168,24.856365203857422,73.02630615234375,42.62339782714844,28.35915184020996,78.0772933959961,37.92960739135742,32.314659118652344,16.44914436340332,60.86305618286133,26.680980682373047,36.61612319946289,20.392608642578125,57.62561798095703
2014-10-22,23.53917694091797,13.217207908630371,210570.0,38.84738540649414,71.67478942871094,80.8598403930664,27.717912673950195,25.717683792114258,76.249755859375,43.87422561645508,28.275501251220703,80.14109802246094,39.290260314941406,32.567440032958984,16.920284271240234,62.20102310180664,27.376907348632812,37.5814208984375,20.481130599975586,58.5178108215332
2014-10-29,23.949363708496094,13.539776802062988,213000.0,39.40296936035156,70.5978012084961,81.23746490478516,27.978260040283203,26.327478408813477,79.0366439819336,44.33040237426758,29.153881072998047,75.17011260986328,40.2029914855957,32.971920013427734,17.61244773864746,64.25104522705078,27.579654693603516,38.6628532409668,20.725248336791992,58.16093444824219
2014-11-05,24.191946029663086,13.626312255859375,217352.0,39.869850158691406,72.47639465332031,80.9048080444336,27.834447860717773,25.38991928100586,79.2476577758789,45.15446472167969,29.634897232055664,74.02906036376953,41.30167007446289,34.10102844238281,17.63571548461914,64.99758911132812,27.73308753967285,38.887847900390625,21.194683074951172,59.32389450073242
2014-11-12,25.574811935424805,13.484701156616211,218868.0,39.869850158691406,70.65900421142578,81.1745376586914,27.0023250579834,26.630525588989258,79.189453125,44.53642272949219,30.345956802368164,73.76116943359375,41.19179153442383,34.76669692993164,17.94685935974121,63.7508659362793,28.067354202270508,38.91857147216797,22.476932525634766,58.79775619506836
2014-11-19,26.046567916870117,13.453229904174805,221725.0,40.25514221191406,71.73422241210938,82.40636444091797,27.23638916015625,27.86577606201172,77.63954162597656,44.367191314697266,30.97337532043457,75.0411148071289,40.37152099609375,34.674007415771484,17.8764591217041,64.36698150634766,27.03716468811035,39.36421585083008,22.788108825683594,58.74197769165039
2014-11-26,25.388763427734375,13.492568016052246,225000.0,40.277374267578125,70.41874694824219,84.04280853271484,26.70875358581543,28.84781837463379,79.47083282470703,44.94109344482422,31.050052642822266,74.87245178222656,41.213478088378906,35.54191207885742,18.521821975708008,66.01242065429688,26.911130905151367,39.61262893676758,23.177078247070312,58.376312255859375
2014-12-03,25.275798797607422,13.815125465393066,225334.0,41.381351470947266,66.0893783569336,83.56624603271484,26.585769653320312,28.30308723449707,79.13394927978516,45.94911193847656,29.50982093811035,76.24169158935547,40.473575592041016,35.28070068359375,18.74475860595703,65.75144958496094,25.711055755615234,40.05828094482422,22.41524314880371,56.63475036621094
2014-12-10,23.643465042114258,13.192730903625488,218460.0,37.91378402709961,62.80990982055664,81.07563018798828,24.70382308959961,27.282676696777344,75.25963592529297,42.99129104614258,28.351600646972656,74.10843658447266,38.406951904296875,34.235836029052734,17.993803024291992,64.77287292480469,24.949371337890625,38.55326461791992,22.378612518310547,53.55449295043945
2014-12-17,24.925857543945312,14.147470474243164,227630.0,40.321834564208984,70.37549591064453,86.22188568115234,26.71767807006836,28.717395782470703,76.37286376953125,45.97118377685547,30.162630081176758,79.98234558105469,41.204959869384766,38.7691650390625,18.451414108276367,67.6215591430664,26.12204360961914,40.52587127685547,23.37669563293457,58.62420654296875
2014-12-24,24.921424865722656,14.305278778076172,228255.0,40.633026123046875,69.85669708251953,86.23095703125,26.54460906982422,28.20334815979004,77.16381072998047,46.464141845703125,30.01522445678711,78.6031723022461,39.98881530761719,38.20460510253906,18.410348892211914,66.9764633178711,25.935728073120117,40.489322662353516,23.411762237548828,57.65119552612305
