Date,AAPL,AMZN,BAC,BRK-A,C,CVX,GE,GOOGL,IBM,JNJ,JPM,KO,MSFT,ORCL,PFE,PG,VZ,WFC,WMT,XOM
2013-01-01,13.769048690795898,13.274999618530273,8.840996742248535,145875.0,31.18625259399414,66.4803695678711,85.20614624023438,18.75614356994629,117.08638763427734,51.124507904052734,32.79283905029297,24.670923233032227,22.055635452270508,29.341392517089844,14.961395263671875,51.21826934814453,21.903350830078125,24.05353546142578,17.966665267944336,52.782569885253906
2013-02-01,13.343122482299805,13.213500022888184,8.770703315734863,152600.0,31.053119659423828,67.63504791259766,88.80101776123047,19.885698318481445,115.79486083984375,52.639137268066406,34.33042907714844,25.65140151977539,22.33686065673828,28.29200553894043,15.141942977905273,52.33424758911133,23.64238739013672,24.39912986755371,18.17984962463379,52.536163330078125
2013-03-01,13.459197044372559,13.32450008392334,9.52121353149414,156280.0,32.732662200927734,69.13326263427734,89.14205932617188,19.711706161499023,123.50250244140625,56.8387565612793,33.30585479736328,26.790868759155273,23.177993774414062,26.713808059692383,15.966257095336914,52.93880844116211,24.973636627197266,25.72759246826172,19.220096588134766,53.202430725097656
2013-04-01,13.462843894958496,12.690500259399414,9.62283992767334,159000.0,34.523193359375,70.98931121826172,85.94190216064453,20.465736389160156,117.27234649658203,59.418209075927734,34.393585205078125,28.2459716796875,26.815505981445312,27.085634231567383,16.082435607910156,52.739566802978516,27.392244338989258,26.41615867614746,20.091182708740234,52.54117202758789
2013-05-01,13.674165725708008,13.460000038146973,10.678145408630371,171300.0,38.466800689697266,71.41986846923828,89.91317749023438,21.62358283996582,120.44530487060547,58.686248779296875,38.548980712890625,26.684534072875977,28.273757934570312,27.91191291809082,15.064492225646973,53.1201171875,24.89186668395996,28.203664779663086,19.3466796875,53.41499710083008
2013-06-01,12.136404991149902,13.884499549865723,10.052780151367188,168600.0,35.50019454956055,69.40928649902344,89.41197967529297,21.850683212280273,111.17295837402344,60.30739974975586,37.27790451049805,26.76459312438965,28.17832374572754,25.375219345092773,15.625191688537598,53.27927780151367,25.846872329711914,28.930461883544922,19.371702194213867,53.713165283203125
2013-07-01,13.850375175476074,15.060999870300293,11.421504020690918,173900.0,38.5861930847168,73.83750915527344,94.71202850341797,22.033857345581055,113.45909118652344,65.67369842529297,39.354000091552734,26.929441452026367,25.97561264038086,26.730327606201172,16.305761337280273,55.56991195678711,25.405309677124023,30.493715286254883,20.26889419555664,55.73444366455078
2013-08-01,14.912107467651367,14.048999786376953,11.045998573303223,167050.0,35.766597747802734,70.63510131835938,89.93174743652344,21.01996421813965,106.03054809570312,60.69370651245117,35.94219970703125,25.652847290039062,27.248289108276367,26.42605209350586,15.865095138549805,54.305877685546875,24.573774337768555,28.797277450561523,18.979019165039062,51.81671905517578
2013-09-01,14.688002586364746,15.631999969482422,10.79566764831543,170410.0,35.906700134277344,71.85139465332031,92.8465347290039,21.739990234375,108.26184844970703,61.349124908447266,36.767295837402344,25.451271057128906,27.341707229614258,27.512624740600586,16.157533645629883,52.70228576660156,24.20553207397461,29.16423225402832,19.35067367553711,51.50440216064453
2013-10-01,16.103662490844727,18.201499938964844,10.936331748962402,172994.0,36.10655212402344,70.9406967163086,102.37340545654297,25.578882217407227,104.77161407470703,65.53861999511719,36.660606384277344,26.780126571655273,29.091650009155273,27.78634262084961,17.259828567504883,56.299903869628906,26.19715118408203,30.131195068359375,20.080629348754883,53.64741897583008
2013-11-01,17.131750106811523,19.680999755859375,12.384592056274414,174750.0,39.178810119628906,72.40730285644531,104.40990447998047,26.298906326293945,105.04634094238281,66.98938751220703,41.000675201416016,27.199726104736328,31.326290130615234,29.377099990844727,17.84471893310547,59.17832565307617,26.027257919311523,31.069923400878906,21.195201873779297,55.95806121826172
2013-12-01,17.38515853881836,19.93950080871582,12.188882827758789,177900.0,38.57912826538086,74.48823547363281,109.7752914428711,27.815898895263672,110.24800872802734,65.26929473876953,41.90351486206055,28.15358543395996,30.967863082885742,31.849472045898438,17.35944938659668,57.20383834838867,25.77547836303711,32.27105712890625,20.588211059570312,60.99151611328125
