Date,AIG,BMY,C,CSCO,DIS,FNMA,GE,IBM,INTC,JNJ,KO,LLY,MRK,MSFT,PEP,PFE,PG,VZ,WMT,XOM
1997-01-01,333.75921630859375,10.795600891113281,87.91267395019531,4.9876227378845215,17.934823989868164,30.499465942382812,42.75115966796875,18.91111183166504,11.467394828796387,14.032330513000488,13.503287315368652,20.8192138671875,15.9591646194458,7.770679950714111,15.70160961151123,5.38733434677124,13.795567512512207,7.728433132171631,2.477984666824341,10.534248352050781
1997-02-01,333.4148254394531,11.114995956420898,90.27631378173828,3.9775826930999756,18.302438735961914,31.15241241455078,42.493003845214844,17.328907012939453,10.030664443969727,13.971579551696777,14.232401847839355,20.878952026367188,16.223304748535156,7.427854537963867,14.857443809509277,5.336371898651123,14.390289306640625,8.032370567321777,2.7518672943115234,10.191153526306152
1997-03-01,323.4261169433594,10.050344467163086,80.8067855834961,3.4412801265716553,17.963510513305664,28.134531021118164,40.99565124511719,16.584362030029297,9.836237907409668,12.888005256652832,13.007481575012207,19.7337703704834,14.836515426635742,6.985040187835693,14.576051712036133,4.917935848236084,13.746394157409668,7.059191703796387,2.9083714485168457,11.038349151611328
1997-04-01,354.3722229003906,11.15757942199707,93.4328384399414,3.7004940509796143,20.15117835998535,32.12593078613281,46.08084487915039,19.39374351501465,10.826045989990234,14.898889541625977,14.878451347351074,21.083354949951172,15.988729476928711,9.256250381469727,15.757366180419922,5.612146854400635,15.064132690429688,7.872595310211182,2.9414126873016357,11.601795196533203
1997-05-01,373.331787109375,12.576282501220703,92.59113311767578,4.844606876373291,20.21811294555664,34.25922775268555,50.12849044799805,20.904150009155273,10.714815139770508,14.624688148498535,16.018457412719727,22.312969207763672,15.9002685546875,9.446706771850586,16.604536056518555,6.021365165710449,16.577848434448242,8.233317375183105,3.1244328022003174,12.13962459564209
1997-06-01,411.9405517578125,13.883183479309082,106.45182800292969,4.79991340637207,19.816835403442383,34.161338806152344,53.968597412109375,21.863250732421875,10.029671669006348,15.747171401977539,15.901533126831055,26.328641891479492,18.100650787353516,9.627640724182129,16.971647262573242,7.009967803955078,16.98365592956543,8.92432975769043,3.5362324714660645,12.638745307922363
1997-07-01,440.91094970703125,13.422558784484863,121.43312072753906,5.689284801483154,19.955739974975586,36.99995422363281,58.22376251220703,25.618148803710938,12.986849784851074,15.196786880493164,16.19777488708496,27.216815948486328,18.463979721069336,10.770389556884766,17.33987808227539,6.99530029296875,18.291248321533203,8.534713745117188,3.9298899173736572,13.257793426513672
1997-08-01,390.7135009765625,13.087597846984863,107.41488647460938,5.3898491859436035,19.000112533569336,34.621891021728516,52.14862060546875,24.55829620361328,13.035499572753906,13.866684913635254,13.429797172546387,25.199630737304688,16.319843292236328,10.070454597473145,16.31989288330078,6.52293062210083,16.059871673583984,8.512656211853027,3.7202956676483154,12.625848770141602
1997-09-01,427.1972351074219,14.249984741210938,115.55560302734375,5.224489688873291,19.94316291809082,36.982460021972656,56.73310089111328,25.726398468017578,13.062026977539062,14.164117813110352,14.29387378692627,29.24205207824707,17.764080047607422,10.079974174499512,18.388206481933594,7.074479103088379,16.663066864013672,9.460959434509277,3.838193893432617,13.307089805603027
1997-10-01,422.8629150390625,15.13253116607666,118.41017150878906,5.865819454193115,20.37604331970215,38.26110076904297,54.07802200317383,23.906145095825195,10.895337104797363,14.087387084960938,13.301018714904785,32.413963317871094,15.939311027526855,9.90380573272705,16.77100372314453,8.354061126708984,16.406713485717773,9.409501075744629,3.674428939819336,12.761818885803223
1997-11-01,417.6839904785156,16.19710350036621,129.3634033203125,6.1674885749816895,23.519376754760742,41.688358306884766,61.81844711303711,26.575868606567383,10.987654685974121,15.453153610229492,14.681042671203613,30.450414657592773,16.935523986816406,10.77991008758545,18.221946716308594,8.559971809387207,18.44582176208496,10.593873023986816,4.205909252166748,12.670944213867188
1997-12-01,450.570556640625,16.370094299316406,136.99176025390625,5.979783535003662,24.52580451965332,45.096527099609375,61.4000358581543,25.44221305847168,9.943733215332031,16.233993530273438,15.698943138122559,33.75620651245117,18.93071746826172,9.846668243408203,17.913114547729492,8.794034957885742,19.323467254638672,10.801593780517578,4.140293121337891,12.795550346374512
