Date,AAPL,AMZN,BAC,BRK-A,DIS,GOOGL,HD,INTC,JNJ,JPM,KO,MA,META,MSFT,PG,UNH,V,VZ,WMT,XOM
2019-01-01,39.5271110534668,85.9365005493164,23.890480041503906,311500.0,107.63871765136719,55.833038330078125,153.5045166015625,40.55247116088867,108.74317932128906,84.24710083007812,38.54368209838867,202.3532257080078,165.39208984375,97.48709106445312,79.6324234008789,239.0875701904297,128.31581115722656,36.32259750366211,28.713109970092773,52.57762145996094
2019-02-01,41.120635986328125,81.99150085449219,24.402362823486328,302200.0,108.91277313232422,55.86576843261719,154.85113525390625,45.57849884033203,111.65218353271484,85.63697814941406,36.30937957763672,215.79864501953125,160.19288635253906,104.58179473876953,81.99279022216797,214.3294219970703,140.77578735351562,37.9415168762207,29.659929275512695,56.703182220458984
2019-03-01,45.30385208129883,89.0374984741211,23.270240783691406,301215.0,107.165771484375,58.36214065551758,160.49684143066406,46.50830841064453,114.98365783691406,83.06851196289062,37.526634216308594,226.05233764648438,165.39208984375,110.56909942626953,86.5687255859375,218.78903198242188,148.70474243164062,39.41466522216797,29.222475051879883,58.61676788330078
2019-04-01,47.860626220703125,96.32599639892578,25.792089462280273,325080.0,132.20297241210938,59.45659255981445,171.64337158203125,44.20453643798828,116.1434326171875,95.22969055175781,39.63142013549805,244.09242248535156,191.89410400390625,122.43790435791016,88.59048461914062,207.0201416015625,156.5498504638672,38.12149429321289,30.979286193847656,58.239524841308594
2019-05-01,41.754913330078125,88.75350189208984,22.435239791870117,297060.0,127.44454956054688,54.87148666381836,159.97299194335938,38.142005920410156,107.87688446044922,87.6152572631836,39.68797302246094,241.78933715820312,176.08816528320312,115.95036315917969,86.22469329833984,214.77438354492188,153.59840393066406,36.601688385009766,30.557559967041016,51.340450286865234
2019-06-01,47.38652038574219,94.68150329589844,24.45948028564453,318350.0,134.78004455566406,53.69620132446289,175.2414093017578,41.71297836303711,115.34806823730469,92.4441909790039,41.13396453857422,254.32635498046875,191.49725341796875,126.05279541015625,91.87191009521484,216.7373809814453,165.4868927001953,38.473846435546875,33.46056365966797,56.22883224487305
2019-07-01,51.006587982177734,93.33899688720703,26.016260147094727,308666.0,138.03273010253906,60.41070556640625,181.3242645263672,44.04827880859375,107.8448257446289,95.91705322265625,42.84721755981445,261.7677917480469,192.7176513671875,128.2263946533203,98.90156555175781,222.157958984375,169.7301483154297,37.221248626708984,33.427249908447266,54.563175201416016
2019-08-01,49.97708511352539,88.81449890136719,23.328140258789062,303078.0,133.30332946777344,59.03854751586914,193.39047241210938,41.3121452331543,106.30439758300781,91.48318481445312,44.80925750732422,270.8451843261719,184.22430419921875,129.72256469726562,101.3888931274414,208.76666259765625,172.41917419433594,39.579776763916016,34.602264404296875,50.248619079589844
2019-09-01,53.82721710205078,86.79550170898438,24.735794067382812,311832.0,126.56339263916016,60.55650329589844,196.87796020507812,45.20539474487305,107.9520492553711,98.0033950805664,44.320777893066406,261.411865234375,176.69338989257812,131.25917053222656,104.8885726928711,193.8852996826172,164.255126953125,41.07695007324219,36.11772918701172,52.45575714111328
2019-10-01,59.785057067871094,88.83300018310547,26.691341400146484,318939.0,126.17491149902344,62.4240608215332,200.26573181152344,49.59172439575195,110.17149353027344,104.02398681640625,44.63661575317383,266.45574951171875,190.15773010253906,135.3565673828125,104.99820709228516,226.51324462890625,170.79632568359375,41.15180587768555,35.68558883666992,50.197364807128906
2019-11-01,64.22880554199219,90.04000091552734,28.441171646118164,330495.0,147.2105255126953,64.66999816894531,188.25393676757812,50.9251594543457,114.71885681152344,110.5987548828125,43.79193878173828,281.6405029296875,200.06996154785156,142.9188995361328,103.58964538574219,250.86770629882812,176.1915740966797,41.421852111816406,36.24251174926758,50.61338424682617
2019-12-01,70.78545379638672,92.39199829101562,30.06297492980957,339590.0,140.46087646484375,66.4205322265625,186.43545532226562,52.79319381713867,122.55421447753906,117.01174926757812,45.73014450073242,287.7700500488281,203.65185546875,149.39222717285156,105.99989318847656,263.5155029296875,179.7292938232422,42.219486236572266,36.16643142700195,52.464332580566406
