Date,AIG,BMY,CSCO,CVX,DIS,FNMA,GE,IBM,INTC,JNJ,JPM,KO,LLY,MRK,MSFT,PEP,PFE,PG,WMT,XOM
1996-01-01,258.0631103515625,6.779451847076416,2.5563793182373047,9.203120231628418,15.084839820861816,22.987497329711914,29.46379852294922,10.562745094299316,4.053884029388428,10.385108947753906,7.960986614227295,8.61414623260498,12.41940975189209,10.861308097839355,3.2901573181152344,12.343669891357422,3.636455535888672,10.226811408996582,2.418804883956909,8.16538143157959
1996-01-08,252.22921752929688,6.756832122802734,2.5250940322875977,8.746085166931152,14.687058448791504,22.963848114013672,28.402494430541992,10.29458999633789,3.9921963214874268,10.265400886535645,7.975554943084717,8.397706985473633,11.922635078430176,10.710456848144531,3.2663514614105225,12.510107040405273,3.5219216346740723,9.992717742919922,2.30239200592041,7.798122406005859
1996-01-15,258.74945068359375,6.983780384063721,2.70833158493042,8.974600791931152,14.687058448791504,23.555086135864258,30.01972198486328,12.156842231750488,3.6220579147338867,10.340211868286133,8.531157493591309,8.469850540161133,12.41940975189209,11.292318344116211,3.499662160873413,12.759753227233887,3.5433976650238037,10.168288230895996,2.0566318035125732,7.945027828216553
1996-01-22,248.79742431640625,7.159143447875977,2.900506019592285,8.725312232971191,14.87065601348877,24.2172908782959,30.52509307861328,12.484603881835938,3.877629518508911,11.163243293762207,9.032990455627441,8.59971809387207,12.360960960388184,11.701767921447754,3.447286367416382,13.120351791381836,3.772465229034424,10.229024887084961,2.0695652961730957,7.810362815856934
1996-01-29,262.524169921875,7.241674423217773,3.0211758613586426,8.766862869262695,15.1766357421875,24.595672607421875,31.182104110717773,13.065628051757812,4.0010085105896,11.477494239807129,9.355594635009766,8.671860694885254,13.442187309265137,11.960372924804688,3.5425140857696533,13.231308937072754,3.886997699737549,9.802815437316895,2.2247838973999023,7.908300876617432
1996-02-05,280.3690490722656,7.3551435470581055,3.26251220703125,9.099255561828613,15.360230445861816,26.550703048706055,32.091796875,13.527471542358398,4.092142105102539,11.86655330657959,9.58858871459961,9.191304206848145,14.435730934143066,12.068113327026367,3.813918113708496,14.3685941696167,3.9442646503448486,10.317208290100098,2.315326452255249,8.091925621032715
1996-02-12,271.789794921875,7.159143447875977,3.1820662021636963,9.265445709228516,15.696800231933594,25.78938865661621,31.333721160888672,14.09450626373291,4.061274528503418,11.267991065979004,9.714046478271484,9.292308807373047,14.552621841430664,11.85262680053711,3.728212833404541,13.64738941192627,3.9114761352539062,10.126143455505371,2.19891357421875,8.055885314941406
1996-02-19,274.53521728515625,7.169466018676758,3.54854154586792,9.600269317626953,15.910987854003906,25.78938865661621,32.2433967590332,15.005279541015625,4.290578842163086,11.231141090393066,10.395112037658691,9.595319747924805,15.100713729858398,11.594013214111328,3.9424757957458496,14.618246078491211,3.9114761352539062,9.802815437316895,2.30239200592041,8.13001823425293
1996-02-26,270.4171142578125,7.138514518737793,3.2535743713378906,9.432576179504395,16.15577507019043,24.93291664123535,31.081026077270508,14.10943603515625,3.9554436206817627,11.531441688537598,10.43094539642334,9.479887962341309,14.483758926391602,11.615567207336426,3.637742519378662,14.229902267456055,3.825193405151367,9.949782371520996,2.237718105316162,7.88290548324585
1996-03-04,261.1515197753906,6.983780384063721,3.146313428878784,8.992387771606445,16.063976287841797,23.60062026977539,30.221891403198242,13.646588325500488,3.7746505737304688,11.411317825317383,9.516899108886719,9.263446807861328,15.394511222839355,10.51650619506836,3.623459577560425,13.8970308303833,3.7820546627044678,10.02326774597168,2.328261375427246,7.833486080169678
