Date,AIG,BMY,CSCO,CVX,DIS,FNMA,GE,IBM,INTC,JNJ,JPM,KO,LLY,MRK,MSFT,PEP,PFE,PG,WMT,XOM
1996-03-11,253.1333770751953,6.97346305847168,3.3965890407562256,9.202004432678223,16.951322555541992,23.8861083984375,30.810543060302734,14.318474769592285,4.153878211975098,11.291194915771484,9.73197078704834,9.335597038269043,14.307488441467285,10.763591766357422,3.899623394012451,13.883153915405273,3.6166768074035645,9.773420333862305,2.457608461380005,7.808770656585693
1996-03-18,263.0939636230469,7.138514518737793,3.199943780899048,9.264883995056152,15.880391120910645,24.93291664123535,31.87827491760254,13.646588325500488,3.9598541259765625,11.35125732421875,10.197957992553711,9.711775779724121,15.247608184814453,11.001823425292969,3.852011203765869,14.077916145324707,3.8970963954925537,10.33190631866455,2.4630305767059326,8.04352855682373
1996-03-25,257.2549743652344,7.063728332519531,3.316143274307251,9.411614418029785,15.63560676574707,24.266769409179688,31.674863815307617,13.288257598876953,4.012767791748047,11.0809907913208,10.10833740234375,9.58150863647461,15.27698802947998,10.785248756408691,3.9281930923461914,14.077916145324707,3.8683347702026367,9.9644775390625,2.385251998901367,8.055885314941406
1996-04-01,257.2549743652344,7.210724830627441,3.468095302581787,9.642191886901855,15.910987854003906,25.78938865661621,32.691715240478516,14.064648628234863,4.180336952209473,11.366272926330566,10.52055835723877,9.697301864624023,15.18885326385498,11.066790580749512,3.9758081436157227,14.328302383422852,4.098422527313232,10.243722915649414,2.333397388458252,8.438910484313965
1996-04-08,254.50729370117188,6.867275714874268,3.271450996398926,9.285847663879395,15.023645401000977,23.315126419067383,31.268112182617188,13.318114280700684,4.206793785095215,10.645554542541504,9.846805572509766,9.349936485290527,14.483758926391602,10.503705024719238,3.852011203765869,13.799692153930664,3.9689996242523193,9.788116455078125,2.346360921859741,8.092955589294434
1996-04-15,253.8204345703125,6.815248489379883,3.4144656658172607,9.34873104095459,15.478778839111328,23.60062026977539,32.18328857421875,12.586517333984375,4.603660583496094,10.915825843811035,9.738990783691406,9.118362426757812,14.278107643127441,10.72027587890625,4.180548191070557,13.577113151550293,4.026522159576416,9.846904754638672,2.333397388458252,8.105308532714844
1996-04-22,249.35540771484375,6.825655460357666,3.745184898376465,9.705077171325684,15.172271728515625,23.02964210510254,31.674863815307617,12.870197296142578,4.885878562927246,10.885793685913086,9.936653137207031,9.407825469970703,13.661161422729492,10.39542007446289,4.323390960693359,13.326712608337402,3.853955030441284,10.02614974975586,2.4630305767059326,8.340065956115723
1996-04-29,242.14244079589844,6.773629188537598,3.6200473308563232,9.495462417602539,14.467292785644531,22.215824127197266,31.318954467773438,12.914993286132812,4.846189498901367,10.750655174255371,9.487433433532715,9.234148025512695,13.01482105255127,10.092223167419434,4.22340202331543,13.938801765441895,3.810812473297119,9.804656982421875,2.4338626861572266,8.142378807067871
1996-05-06,253.1333770751953,6.773629188537598,3.9328911304473877,9.579306602478027,14.528599739074707,24.226741790771484,31.624011993408203,12.70595932006836,4.879878044128418,11.005915641784668,9.900712966918945,9.711775779724121,13.249852180480957,10.287135124206543,4.375767707824707,14.578702926635742,3.825193405151367,10.188577651977539,2.4630305767059326,8.253576278686523
1996-05-13,250.0421905517578,6.971322059631348,4.004397869110107,9.977572441101074,15.01901626586914,24.418256759643555,33.047607421875,13.287388801574707,5.021067142486572,11.396297454833984,10.206177711486816,10.681511878967285,13.896186828613281,11.02347469329834,4.456711292266846,15.357715606689453,3.864704132080078,10.351007461547852,2.553774833679199,8.45702838897705
1996-05-20,260.689697265625,7.221038341522217,4.075905799865723,10.337297439575195,15.325525283813477,24.897045135498047,34.57288360595703,13.032727241516113,5.012243747711182,11.774100303649902,10.296021461486816,10.999919891357422,14.838184356689453,11.175079345703125,4.513849258422852,15.051674842834473,4.052521228790283,10.675859451293945,2.5926640033721924,8.68154525756836
1996-05-27,258.9722900390625,7.106587886810303,3.9150137901306152,10.104764938354492,14.896405220031738,23.652198791503906,33.65772247314453,12.793045997619629,5.329919815063477,11.743947982788086,10.062427520751953,10.652562141418457,15.19288158416748,11.196734428405762,4.523371696472168,14.801281929016113,4.088639736175537,10.380537986755371,2.683407783508301,8.45702838897705
1996-06-03,261.7200927734375,7.293879508972168,3.9954593181610107,9.97793197631836,15.50943374633789,23.939464569091797,34.92880630493164,12.193840026855469,5.312271595001221,11.894709587097168,10.313986778259277,10.855191230773926,15.902280807495117,11.305021286010742,4.6186017990112305,15.023859024047852,4.269236087799072,10.705389022827148,2.696371078491211,8.569286346435547
1996-06-10,255.07577514648438,7.366714000701904,3.9507696628570557,10.08362865447998,15.080314636230469,24.322505950927734,34.877925872802734,12.178860664367676,5.153433799743652,11.819328308105469,10.403833389282227,10.594671249389648,15.015536308288574,11.145759582519531,4.685263156890869,14.79662036895752,4.377589702606201,10.5281982421875,2.7093355655670166,8.332287788391113
1996-06-17,262.2948303222656,7.491572856903076,3.92395281791687,10.25274658203125,15.448123931884766,24.035226821899414,35.386356353759766,11.8193359375,5.038715839385986,11.608268737792969,9.703057289123535,11.058280944824219,15.577136993408203,11.341678619384766,4.718592166900635,15.299149513244629,4.247564792633057,10.720162391662598,2.6628060340881348,8.606711387634277
1996-06-24,271.2326965332031,7.491572856903076,4.049090385437012,9.97793197631836,15.417478561401367,25.663110733032227,35.284690856933594,11.864274978637695,5.184317111968994,11.939929008483887,10.152273178100586,11.37755012512207,15.370229721069336,11.254600524902344,4.575749397277832,15.85750675201416,4.124758243560791,10.705389022827148,2.6368279457092285,8.66907787322998
1996-07-01,259.8883972167969,7.252256393432617,4.004397869110107,9.956787109375,14.559244155883789,23.747957229614258,34.82711410522461,11.729459762573242,5.0916643142700195,11.668569564819336,9.882739067077637,11.029253005981445,15.015536308288574,11.211066246032715,4.509088516235352,15.187478065490723,4.103088855743408,10.365768432617188,2.545902729034424,8.78133773803711
1996-07-08,256.5797119140625,7.355000019073486,3.9597082138061523,10.276522636413574,13.946228981018066,23.460676193237305,34.348289489746094,11.422359466552734,5.029892444610596,11.382131576538086,9.852231979370117,10.94218635559082,14.365256309509277,11.042356491088867,4.280538558959961,14.852463722229004,4.146430969238281,10.188577651977539,2.480956792831421,8.949728965759277
1996-07-15,256.79443359375,7.386472702026367,3.7004921436309814,9.829948425292969,14.095793724060059,24.418256759643555,33.58158874511719,11.235111236572266,5.135784149169922,11.90977668762207,9.960887908935547,10.94218635559082,13.567184448242188,11.254600524902344,4.608482360839844,14.517448425292969,4.160879611968994,10.099979400634766,2.4939465522766113,8.519391059875488
1996-07-22,254.0445098876953,7.281552791595459,3.673677682876587,9.766531944274902,13.297341346740723,24.514013290405273,33.27490234375,12.448502540588379,5.241677284240723,11.608268737792969,10.015228271484375,10.94218635559082,13.301162719726562,11.18929672241211,4.537655830383301,14.23825740814209,4.066971778869629,10.317351341247559,2.4939465522766113,8.307345390319824
1996-07-29,271.9203186035156,7.501888751983643,3.9954593181610107,10.0202054977417,14.249343872070312,26.716453552246094,35.21721649169922,13.047711372375488,5.559359073638916,11.970077514648438,10.721551895141602,11.435600280761719,13.714971542358398,11.58114242553711,4.699545383453369,14.964132308959961,4.218667984008789,10.777556419372559,2.545902729034424,8.45702838897705
1996-08-05,273.6391296386719,7.428443431854248,4.174227237701416,9.766531944274902,14.034374237060547,26.105384826660156,34.24605941772461,13.467157363891602,5.8192524909973145,12.362055778503418,10.576658248901367,11.319499015808105,13.655864715576172,11.755291938781738,4.742401123046875,13.568222999572754,4.164245128631592,10.421274185180664,2.623837947845459,8.045403480529785
1996-08-12,275.35809326171875,7.438934803009033,4.004397869110107,9.97793197631836,14.28005599975586,25.431074142456055,34.706077575683594,13.224750518798828,5.722119331359863,12.452507019042969,11.047538757324219,12.016092300415039,13.744544982910156,12.060060501098633,4.732876777648926,14.070760726928711,4.22953987121582,10.718171119689941,2.8966143131256104,8.299383163452148
1996-08-19,272.2641296386719,7.386472702026367,4.066967964172363,10.220449447631836,14.341477394104004,25.045757293701172,35.063873291015625,13.585423469543457,5.766269683837891,12.376158714294434,11.319204330444336,11.929010391235352,14.123763084411621,11.820596694946289,4.694784164428711,14.014921188354492,4.316595554351807,10.7478609085083,2.7927002906799316,8.31197738647461
1996-08-26,261.2635498046875,7.3654890060424805,3.772000551223755,10.049752235412598,14.003661155700684,23.889795303344727,33.99050521850586,13.75073528289795,5.63823127746582,11.922266960144043,10.775875091552734,11.609749794006348,13.618278503417969,11.428754806518555,4.666215896606445,12.842348098754883,4.120715618133545,10.5548734664917,2.7407419681549072,8.211223602294922
1996-09-02,260.9197692871094,7.5858283042907715,3.816692352294922,10.28445816040039,14.003661155700684,24.94942855834961,34.654964447021484,13.885991096496582,5.739782333374023,12.043305397033691,10.902653694152832,11.91450309753418,14.034558296203613,11.29814338684082,4.666215896606445,12.730679512023926,4.200521945953369,10.510334968566895,2.693997621536255,8.463105201721191
1996-09-09,273.92779541015625,7.921573638916016,4.21891975402832,10.60451602935791,14.92496109008789,26.68335723876953,36.13725280761719,14.682476997375488,6.225451469421387,12.103826522827148,11.50030517578125,12.306327819824219,14.777913093566895,11.893649101257324,4.989994525909424,13.398707389831543,4.294830799102783,10.970536231994629,2.837157726287842,8.51347827911377
1996-09-16,270.14251708984375,8.05797290802002,4.344058036804199,10.6258544921875,15.508452415466309,26.105384826660156,36.44393539428711,14.787675857543945,6.878909111022949,12.22486686706543,11.3010892868042,11.899364471435547,15.104992866516113,12.02507209777832,5.261396408081055,13.510834693908691,4.352868556976318,11.074455261230469,2.876199722290039,8.752764701843262
1996-09-23,275.9926452636719,8.09993839263916,4.504947662353516,10.519169807434082,15.477743148803711,26.68335723876953,37.415096282958984,14.998065948486328,6.843589782714844,12.46694278717041,11.681413650512695,11.812084197998047,15.432061195373535,12.30981731414795,5.11855411529541,12.613844871520996,4.526984691619873,11.490117073059082,2.7200284004211426,8.400131225585938
1996-09-30,288.3813781738281,8.257323265075684,4.790977954864502,11.009922981262207,15.754128456115723,28.51363754272461,38.42609786987305,15.223492622375488,7.183553218841553,12.557719230651855,11.844406127929688,11.637523651123047,15.878080368041992,12.48504638671875,5.194736480712891,13.174461364746094,4.6720805168151855,11.861247062683105,2.7460556030273438,8.853514671325684
1996-10-07,284.2518005371094,8.437643051147461,4.701594352722168,11.201957702636719,15.72341537475586,28.22464370727539,38.785709381103516,15.614226341247559,7.444053649902344,12.46694278717041,11.89026165008545,11.579338073730469,15.729410171508789,12.24410629272461,5.2233052253723145,13.006275177001953,4.722864151000977,11.237747192382812,2.8631844520568848,8.702383041381836
1996-10-14,291.47857666015625,8.807717323303223,4.531765460968018,11.500675201416016,15.996747970581055,27.742996215820312,39.093929290771484,15.554109573364258,7.770779132843018,12.557719230651855,12.017915725708008,11.637523651123047,16.324092864990234,13.207873344421387,5.132839202880859,13.679011344909668,4.925999164581299,11.772177696228027,2.928258180618286,9.004645347595215
1996-10-21,287.3489990234375,8.94516658782959,4.236796855926514,11.457999229431152,16.30438232421875,28.41730499267578,39.40216064453125,15.208457946777344,7.444053649902344,11.438116073608398,12.200291633605957,11.608427047729492,16.591705322265625,12.835509300231934,5.197116851806641,13.454771995544434,4.6865925788879395,11.215420722961426,2.811129331588745,8.916484832763672
1996-10-28,298.016845703125,8.998042106628418,4.308302879333496,11.11660385131836,16.11980628967285,29.380605697631836,39.71036911010742,15.32868766784668,7.6824750900268555,11.892011642456055,12.49206829071045,11.695707321166992,16.829572677612305,12.966924667358398,5.2328290939331055,13.454771995544434,4.751882076263428,11.811986923217773,2.7460556030273438,8.891292572021484
1996-11-04,308.34100341796875,9.600727081298828,4.630084991455078,11.308634757995605,16.858116149902344,30.49946403503418,41.970760345458984,16.155237197875977,8.640298843383789,12.46694278717041,13.093888282775879,12.248489379882812,18.49468231201172,14.105905532836914,5.466137409210205,14.127510070800781,5.223445415496826,12.572603225708008,2.811129331588745,9.004645347595215
1996-11-11,301.1141052246094,9.262373924255371,4.630084991455078,11.201957702636719,17.781009674072266,30.30582618713379,42.84406661987305,17.47959327697754,8.18973445892334,12.285391807556152,12.911515235900879,12.27758502960205,17.81079864501953,14.368755340576172,5.675641059875488,14.632061958312988,5.2344489097595215,12.78139877319336,2.5508387088775635,9.174583435058594
1996-11-18,308.6851806640625,9.484420776367188,4.835670471191406,11.595364570617676,17.750234603881836,30.49946403503418,41.50838088989258,19.107004165649414,8.657965660095215,12.695914268493652,13.349194526672363,11.812084197998047,17.92186164855957,14.500177383422852,5.732776165008545,13.454771995544434,5.154369354248047,13.034945487976074,2.6549530029296875,9.441433906555176
1996-11-25,316.59991455078125,9.62187671661377,4.853546142578125,11.530828475952148,18.18092155456543,31.951831817626953,42.741336822509766,19.212491989135742,8.967181205749512,12.938899040222168,13.786873817443848,11.899364471435547,18.28029441833496,14.543984413146973,5.975614547729492,13.566892623901367,5.219891548156738,12.975286483764648,2.6549530029296875,9.593911170959473
1996-12-02,305.2438049316406,9.452695846557617,4.6479620933532715,11.079057693481445,17.596431732177734,30.40264320373535,40.224117279052734,18.76042938232422,8.883255004882812,12.574421882629395,13.057413101196289,11.432588577270508,17.56340980529785,13.689743041992188,5.8232502937316895,13.174461364746094,4.746676921844482,12.363808631896973,2.602895736694336,9.644747734069824
1996-12-09,293.4600524902344,9.220076560974121,4.630084991455078,10.670312881469727,17.28879737854004,28.853456497192383,39.76175308227539,18.42891502380371,9.355908393859863,12.088454246520996,12.473834991455078,11.170104026794434,17.742633819580078,13.60381031036377,6.094649314880371,13.112814903259277,4.7903594970703125,12.542781829833984,2.4857664108276367,9.632036209106445
1996-12-16,305.51544189453125,9.51613712310791,4.6479620933532715,11.3372163772583,17.811765670776367,30.886751174926758,42.02211380004883,18.639883041381836,9.514935493469238,12.118829727172852,13.349194526672363,12.336695671081543,18.42963409423828,14.55034351348877,6.37081241607666,13.169095039367676,4.9505228996276855,12.900720596313477,2.4649412631988525,10.127615928649902
1996-12-23,306.2041320800781,9.505560874938965,4.692654132843018,11.358723640441895,17.53490447998047,30.78993797302246,42.12485885620117,18.700162887573242,9.56794261932373,12.270692825317383,13.440372467041016,12.599178314208984,18.011463165283203,14.374245643615723,6.418428897857666,13.337924003601074,4.957805156707764,13.12442684173584,2.5171120166778564,10.153032302856445
1996-12-30,298.2821350097656,9.220076560974121,4.549641132354736,11.186623573303223,17.165746688842773,29.143939971923828,40.84075927734375,18.263166427612305,9.254311561584473,12.088454246520996,13.039164543151855,12.278363227844238,17.44393539428711,14.02204704284668,6.294629096984863,13.169095039367676,4.834039211273193,12.84106159210205,2.3736486434936523,9.962425231933594
